X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.06699896644417597,93.20123161113342,0.8081481504179092
2.0,2.0,train,0.06402839374619929,86.50139038786482,0.7935772543690476
3.0,3.0,train,0.04496683515085528,41.40635677310802,0.6698148781412253
4.0,4.0,train,0.02905908709091152,21.97501506214988,0.5113421854565801
5.0,5.0,train,0.060429456434935365,67.80765355546407,0.7744338265809652
6.0,6.0,train,0.04887329135781158,51.1762679394908,0.7001183027003322
7.0,7.0,train,0.05542615633557402,61.76471192770456,0.7448355799907843
8.0,8.0,train,0.039222430998005056,28.895552757970506,0.6196047699456375
9.0,9.0,train,0.013155345344111202,8.805093536764376,0.27688175328927134
10.0,10.0,train,0.05044666720725667,56.22203975524689,0.7115228412842297
11.0,11.0,train,0.062052102430601865,80.09857914869175,0.7832754317085587
12.0,12.0,train,0.02997852076352155,24.97316056608872,0.5222893568548658
13.0,13.0,train,0.06798692706993274,100.0,0.8127625694975472
14.0,14.0,train,0.06085654857803596,73.89361315288552,0.7767953893532415
15.0,15.0,train,0.040007802893952706,32.89626681623433,0.626896019240841
16.0,16.0,train,0.04883836607256697,46.29010624218012,0.6998600979878861
