x,y,species cloglog values
1.0,1.0,0.39548585
2.0,2.0,0.048748184
3.0,3.0,0.09511823
4.0,4.0,0.20613231
5.0,5.0,0.37165636
6.0,6.0,0.07528375
7.0,7.0,0.37126458
8.0,8.0,0.6386939
9.0,9.0,0.20196733
10.0,10.0,0.08490471
11.0,11.0,0.27210706
12.0,12.0,0.33925435
13.0,13.0,0.40766332
14.0,14.0,0.35779613
15.0,15.0,0.21046537
16.0,16.0,0.40198413
17.0,17.0,0.054218892
18.0,18.0,0.659606
19.0,19.0,0.5022721
20.0,20.0,0.038100895
21.0,21.0,0.36623478
22.0,22.0,0.19022512
23.0,23.0,0.67906034
24.0,24.0,0.065275535
25.0,25.0,0.24654782
