x,y,species cloglog values
1.0,1.0,0.13826352
2.0,2.0,0.64733785
3.0,3.0,0.10370434
4.0,4.0,0.3910683
5.0,5.0,0.14880848
6.0,6.0,0.2629949
7.0,7.0,0.2315949
8.0,8.0,0.06492601
9.0,9.0,0.30424106
10.0,10.0,0.102275744
11.0,11.0,0.088453
12.0,12.0,0.15896988
13.0,13.0,0.22807582
14.0,14.0,0.15047535
15.0,15.0,0.057365835
16.0,16.0,0.71683866
17.0,17.0,0.117787026
18.0,18.0,0.06911716
19.0,19.0,0.17641288
20.0,20.0,0.6002875
21.0,21.0,0.06848556
22.0,22.0,0.08563922
23.0,23.0,0.22328998
24.0,24.0,0.64858454
25.0,25.0,0.14377972
