x,y,species cloglog values
1.0,1.0,0.6127178
2.0,2.0,0.06472751
3.0,3.0,0.17577887
4.0,4.0,0.046990942
5.0,5.0,0.19629568
6.0,6.0,0.06899651
7.0,7.0,0.29555938
8.0,8.0,0.37634063
9.0,9.0,0.15337841
10.0,10.0,0.12713368
11.0,11.0,0.1114364
12.0,12.0,0.037887994
13.0,13.0,0.17898025
14.0,14.0,0.046426088
15.0,15.0,0.45223698
16.0,16.0,0.18612763
17.0,17.0,0.34921774
18.0,18.0,0.018169137
19.0,19.0,0.12950075
20.0,20.0,0.2476986
21.0,21.0,0.62275046
22.0,22.0,0.3476963
23.0,23.0,0.30702546
24.0,24.0,0.06013412
25.0,25.0,0.05582741
