x,y,species cloglog values
1.0,1.0,0.7306713
2.0,2.0,0.041940954
3.0,3.0,0.0775893
4.0,4.0,0.23909336
5.0,5.0,0.2768579
6.0,6.0,0.35327825
7.0,7.0,0.75335634
8.0,8.0,0.4251094
9.0,9.0,0.5237941
10.0,10.0,0.16840895
11.0,11.0,0.03297215
12.0,12.0,0.49584484
13.0,13.0,0.6023729
14.0,14.0,0.114037074
15.0,15.0,0.07410924
16.0,16.0,0.056254808
17.0,17.0,0.09380547
18.0,18.0,0.28521934
19.0,19.0,0.35870627
20.0,20.0,0.033585034
21.0,21.0,0.34995708
22.0,22.0,0.06342114
23.0,23.0,0.0554442
24.0,24.0,0.15636306
25.0,25.0,0.5890653
