x,y,species cloglog values
1.0,1.0,0.8159197
2.0,2.0,0.22907555
3.0,3.0,0.34355134
4.0,4.0,0.34255937
5.0,5.0,0.39735872
6.0,6.0,0.43104175
7.0,7.0,0.45083588
8.0,8.0,0.5223727
9.0,9.0,0.11177335
10.0,10.0,0.06883744
11.0,11.0,0.0505616
12.0,12.0,0.05396071
13.0,13.0,0.044235
14.0,14.0,0.38440302
15.0,15.0,0.09644505
16.0,16.0,0.33381486
17.0,17.0,0.066076696
18.0,18.0,0.14409219
19.0,19.0,0.19653131
20.0,20.0,0.5329445
21.0,21.0,0.478224
22.0,22.0,0.25933787
23.0,23.0,0.40055797
24.0,24.0,0.59712934
25.0,25.0,0.11246499
