Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.78347E-4,0.03783469,0.013288681,1,0,0
5.20436E-4,0.089878287,0.018233538,0.979591837,0,0
7.00349E-4,0.15991321,0.02445918,0.959183673,0,0
1.17943E-3,0.277856042,0.040845178,0.93877551,0,0
1.19485E-3,0.397341336,0.04136815,0.918367347,0,0
1.39164E-3,0.536505678,0.048015358,0.897959184,0,0
1.75653E-3,0.712159174,0.060218974,0.87755102,0,0
1.85974E-3,0.898133566,0.063642276,0.857142857,0,0
2.52978E-3,1.151111703,0.085565272,0.836734694,0,0
2.58474E-3,1.409585482,0.087340453,0.816326531,0,0
3.66229E-3,1.775814835,0.121459333,0.795918367,0,0
3.75164E-3,2.150978386,0.12423026,0.775510204,0,0
3.85427E-3,2.536405425,0.127402679,0.755102041,0,0
4.97182E-3,3.033587877,0.161210995,0.734693878,0,0
5.20096E-3,3.553683443,0.167979179,0.714285714,0,0
6.12454E-3,4.166137245,0.194711168,0.693877551,0,0
8.21565E-3,4.987702365,0.252105103,0.673469388,0,0
1.21037E-2,6.198076009,0.348168739,0.653061224,0,0
1.2682E-2,7.466271653,0.361360103,0.632653061,0,0
1.3432E-2,8.809469131,0.378073912,0.612244898,0,0
1.41124E-2,10.220711967,0.392858753,0.591836735,0,0
1.54376E-2,11.764471599,0.420650713,0.571428571,0,0
1.64922E-2,13.413689797,0.441855983,0.551020408,0.04,0
2.14478E-2,15.558466603,0.531566054,0.530612245,0.08,0
2.23342E-2,17.791884111,0.546020016,0.510204082,0.12,0
2.42819E-2,20.220073295,0.576232552,0.489795918,0.12,0
2.49135E-2,22.711424373,0.585591685,0.469387755,0.16,0
2.60819E-2,25.31960996,0.602362468,0.448979592,0.2,0
2.66131E-2,27.9809243,0.609762568,0.428571429,0.24,0
2.82246E-2,30.80337952,0.631375537,0.408163265,0.28,0
2.84655E-2,33.649925916,0.634502244,0.387755102,0.28,0
2.89812E-2,36.548045341,0.641106851,0.367346939,0.32,0
2.95397E-2,39.502015148,0.648124693,0.346938776,0.36,0
3.28745E-2,42.789461525,0.687262347,0.326530612,0.4,0
3.36154E-2,46.151006103,0.695349663,0.306122449,0.44,0
3.38125E-2,49.532260017,0.697465366,0.285714286,0.44,0
3.42488E-2,52.957141603,0.702096476,0.265306122,0.48,0
3.44306E-2,56.400197373,0.7040047,0.244897959,0.52,0
3.66361E-2,60.063805663,0.726210493,0.224489796,0.56,0
3.73087E-2,63.794679691,0.73264551,0.204081633,0.6,0
3.74222E-2,67.536896839,0.733715655,0.183673469,0.64,0
3.76465E-2,71.301541878,0.735818981,0.163265306,0.68,0
3.82717E-2,75.128716306,0.741595778,0.142857143,0.72,0
3.93291E-2,79.061624741,0.751078101,0.12244898,0.76,0
3.96675E-2,83.028371389,0.754038624,0.102040816,0.8,0
4.06049E-2,87.088864413,0.762057931,0.081632653,0.84,0
4.08948E-2,91.17834375,0.764484172,0.06122449,0.88,0
4.30743E-2,95.48577366,0.781952236,0.040816327,0.92,0
4.51423E-2,100,0.797326949,0.020408163,0.96,0
