x,y,species cloglog values
1.0,1.0,0.20153902
2.0,2.0,0.7403991
3.0,3.0,0.20878433
4.0,4.0,0.1863669
5.0,5.0,0.04650955
6.0,6.0,0.07991904
7.0,7.0,0.27652824
8.0,8.0,0.3968495
9.0,9.0,0.6991036
10.0,10.0,0.20124367
11.0,11.0,0.34303057
12.0,12.0,0.044053383
13.0,13.0,0.10986829
14.0,14.0,0.10882261
15.0,15.0,0.06237074
16.0,16.0,0.2005854
17.0,17.0,0.024825282
18.0,18.0,0.2871199
19.0,19.0,0.27215683
20.0,20.0,0.02259641
21.0,21.0,0.07994046
22.0,22.0,0.089076154
23.0,23.0,0.12970443
24.0,24.0,0.46237397
25.0,25.0,0.21451426
