x,y,species cloglog values
1.0,1.0,0.5480558
2.0,2.0,0.22248115
3.0,3.0,0.20338555
4.0,4.0,0.5899929
5.0,5.0,0.7736567
6.0,6.0,0.21590091
7.0,7.0,0.045744773
8.0,8.0,0.6030536
9.0,9.0,0.5916981
10.0,10.0,0.30014706
11.0,11.0,0.4891065
12.0,12.0,0.6671404
13.0,13.0,0.36333784
14.0,14.0,0.2276867
15.0,15.0,0.30914202
16.0,16.0,0.43692675
17.0,17.0,0.46436864
18.0,18.0,0.17858073
19.0,19.0,0.37586105
20.0,20.0,0.10948618
21.0,21.0,0.5474312
22.0,22.0,0.38035253
23.0,23.0,0.121617496
24.0,24.0,0.43757412
25.0,25.0,0.46980393
