x,y,species cloglog values
1.0,1.0,0.049809214
2.0,2.0,0.009852871
3.0,3.0,0.118904226
4.0,4.0,0.23108919
5.0,5.0,0.15575981
6.0,6.0,0.012601789
7.0,7.0,0.6845873
8.0,8.0,0.18706234
9.0,9.0,0.09783846
10.0,10.0,0.26701364
11.0,11.0,0.312958
12.0,12.0,0.5566633
13.0,13.0,0.013089513
14.0,14.0,0.4633998
15.0,15.0,0.36829254
16.0,16.0,0.011832794
17.0,17.0,0.0058009597
18.0,18.0,0.033105105
19.0,19.0,0.22689451
20.0,20.0,0.0152728185
21.0,21.0,0.38448575
22.0,22.0,0.20505814
23.0,23.0,0.51695657
24.0,24.0,0.2378578
25.0,25.0,0.40440598
