x,y,species cloglog values
1.0,1.0,0.012729992
2.0,2.0,5.17805E-4
3.0,3.0,5.221004E-5
4.0,4.0,0.046481412
5.0,5.0,0.29019555
6.0,6.0,0.09692552
7.0,7.0,1.1461752E-6
8.0,8.0,2.6519026E-6
9.0,9.0,5.660258E-5
10.0,10.0,5.3468225E-6
11.0,11.0,1.2611913E-5
12.0,12.0,0.0011138323
13.0,13.0,5.1890114E-9
14.0,14.0,0.0013786302
15.0,15.0,1.1813281E-4
16.0,16.0,0.0066816686
17.0,17.0,0.17050812
18.0,18.0,0.005326387
19.0,19.0,0.008952492
20.0,20.0,1.0932091E-6
21.0,21.0,0.01633716
22.0,22.0,0.0021501312
23.0,23.0,0.0043794666
24.0,24.0,0.0030339065
25.0,25.0,1.9399009E-5
26.0,26.0,0.49175185
27.0,27.0,3.707478E-4
28.0,28.0,0.009221627
29.0,29.0,0.09992147
30.0,30.0,0.55023646
31.0,31.0,0.07328342
32.0,32.0,0.017715776
33.0,33.0,0.010517769
34.0,34.0,0.09248084
35.0,35.0,2.8040386E-5
36.0,36.0,0.003539728
37.0,37.0,0.28155473
38.0,38.0,1.4800152E-4
39.0,39.0,0.98723894
40.0,40.0,0.44941983
41.0,41.0,1.5229902E-4
42.0,42.0,0.02116049
43.0,43.0,0.017868062
44.0,44.0,0.032306958
45.0,45.0,0.01077768
46.0,46.0,0.079151355
47.0,47.0,0.0051147374
48.0,48.0,0.07417485
49.0,49.0,0.0073991437
50.0,50.0,0.44193706
51.0,51.0,0.06939031
52.0,52.0,0.013009807
53.0,53.0,0.9960437
54.0,54.0,4.3506E-4
55.0,55.0,0.0029283932
56.0,56.0,0.044995256
57.0,57.0,0.006577727
58.0,58.0,0.003115279
59.0,59.0,0.0023861045
60.0,60.0,0.0012037373
61.0,61.0,0.04710215
62.0,62.0,0.12695237
63.0,63.0,0.0152432695
64.0,64.0,5.605571E-4
65.0,65.0,0.0033240332
66.0,66.0,1.0627757E-5
67.0,67.0,0.028733369
68.0,68.0,0.0014732145
69.0,69.0,0.022609614
70.0,70.0,0.33784044
71.0,71.0,0.003544755
72.0,72.0,0.13427305
73.0,73.0,8.212645E-5
74.0,74.0,0.48860767
75.0,75.0,0.047679752
76.0,76.0,2.4484668E-4
77.0,77.0,1.4699732E-8
78.0,78.0,0.031128818
79.0,79.0,3.4113313E-5
80.0,80.0,2.8176772E-4
81.0,81.0,0.022167118
82.0,82.0,0.0026147647
83.0,83.0,0.0041342857
84.0,84.0,0.0046825157
85.0,85.0,3.132447E-5
86.0,86.0,1.8044938E-4
87.0,87.0,0.0038042099
88.0,88.0,0.019148817
89.0,89.0,0.951785
90.0,90.0,0.008706649
91.0,91.0,0.50724757
92.0,92.0,0.004347585
93.0,93.0,4.3847814E-9
94.0,94.0,0.6760601
95.0,95.0,9.810637E-5
96.0,96.0,0.14400724
97.0,97.0,0.05378024
98.0,98.0,0.08260314
99.0,99.0,0.017455945
100.0,100.0,6.078675E-8
101.0,101.0,0.27865365
102.0,102.0,0.0049328078
103.0,103.0,0.10189148
104.0,104.0,0.03934489
105.0,105.0,0.32322893
106.0,106.0,0.008622251
107.0,107.0,0.009196259
108.0,108.0,0.0027287863
109.0,109.0,0.05371927
110.0,110.0,0.021158228
111.0,111.0,0.3703981
112.0,112.0,0.22146565
113.0,113.0,0.0035858962
114.0,114.0,0.0046505956
115.0,115.0,0.051609743
116.0,116.0,0.003920364
117.0,117.0,0.06685943
118.0,118.0,1.4194163E-5
119.0,119.0,0.35462472
120.0,120.0,0.18740265
121.0,121.0,0.250518
122.0,122.0,0.08631521
123.0,123.0,0.013449025
124.0,124.0,0.002164873
125.0,125.0,0.850658
126.0,126.0,0.02094401
127.0,127.0,0.22935292
128.0,128.0,9.476084E-6
129.0,129.0,3.5268079E-6
130.0,130.0,0.017619168
131.0,131.0,0.15976694
132.0,132.0,0.08161588
133.0,133.0,2.9770342E-6
134.0,134.0,0.00112814
135.0,135.0,0.23981221
136.0,136.0,0.001220006
137.0,137.0,0.0071058758
138.0,138.0,0.20177938
139.0,139.0,1.2979447E-4
140.0,140.0,6.19866E-7
141.0,141.0,6.8700605E-4
142.0,142.0,0.10573489
143.0,143.0,0.1726641
144.0,144.0,0.0045035016
145.0,145.0,0.029680435
146.0,146.0,0.04733127
147.0,147.0,0.005915779
148.0,148.0,0.003216948
