Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
7.97326E-4,0.079732554,0.029423943,1,0,0
1.10257E-3,0.189989364,0.04045783,0.979591837,0,0
1.10964E-3,0.3009538,0.040712129,0.959183673,0,0
1.19435E-3,0.420388592,0.043750887,0.93877551,0,0
1.37893E-3,0.558281122,0.050339339,0.918367347,0,0
1.47786E-3,0.7060667,0.053851936,0.897959184,0,0
1.7123E-3,0.87729655,0.062124205,0.87755102,0,0
2.67705E-3,1.145001617,0.095411,0.857142857,0,0
5.38063E-3,1.683064603,0.182531448,0.836734694,0,0
6.2095E-3,2.304014373,0.20752145,0.816326531,0,0
6.64339E-3,2.968353662,0.220297078,0.795918367,0,0
7.55776E-3,3.724130158,0.24654956,0.775510204,0,0
8.77987E-3,4.602117481,0.280262474,0.755102041,0,0
9.30306E-3,5.532423892,0.294230018,0.734693878,0,0
1.01153E-2,6.543954051,0.315379061,0.714285714,0.04,0
1.19294E-2,7.736894428,0.360354392,0.693877551,0.04,0
1.19475E-2,8.931645169,0.360787995,0.673469388,0.04,0
1.20672E-2,10.138365772,0.363647527,0.653061224,0.04,0
1.21901E-2,11.357377065,0.366570394,0.632653061,0.04,0
1.24718E-2,12.604555797,0.373218393,0.612244898,0.04,0
1.33821E-2,13.942769656,0.394230811,0.591836735,0.04,0
1.63511E-2,15.577876401,0.457986157,0.571428571,0.04,0
1.74958E-2,17.32745616,0.480735567,0.551020408,0.04,0
1.79594E-2,19.123381523,0.489675568,0.530612245,0.04,0
1.93605E-2,21.059449563,0.515766518,0.510204082,0.08,0
1.98835E-2,23.047797073,0.525160069,0.489795918,0.12,0
2.26687E-2,25.314671451,0.572202633,0.469387755,0.16,0
2.3941E-2,27.708775319,0.592111786,0.448979592,0.2,0
2.40575E-2,30.114524715,0.593887151,0.428571429,0.24,0
2.41955E-2,32.534079314,0.595981753,0.408163265,0.28,0
2.61882E-2,35.152898359,0.625039255,0.387755102,0.32,0
2.69574E-2,37.848636532,0.635688359,0.367346939,0.36,0
2.72024E-2,40.568876457,0.639016587,0.346938776,0.4,0
3.00177E-2,43.57064495,0.6751448,0.326530612,0.44,0
3.08253E-2,46.653175469,0.68482488,0.306122449,0.44,0
3.22732E-2,49.880494929,0.701462764,0.285714286,0.48,0
3.27972E-2,53.160218841,0.70726567,0.265306122,0.48,0
3.28442E-2,56.44464189,0.707780476,0.244897959,0.52,0
3.32445E-2,59.769087705,0.712128574,0.224489796,0.56,0
3.50448E-2,63.273571164,0.730901618,0.204081633,0.6,0
3.65634E-2,66.929913772,0.745781281,0.183673469,0.64,0
3.86311E-2,70.793020516,0.764726863,0.163265306,0.68,0
3.87006E-2,74.663077221,0.765338542,0.142857143,0.72,0
3.89571E-2,78.558791635,0.767582986,0.12244898,0.76,0
3.99638E-2,82.555172882,0.776183539,0.102040816,0.8,0
4.15175E-2,86.7069207,0.788836964,0.081632653,0.84,0
4.25511E-2,90.962029941,0.796856156,0.06122449,0.88,0
4.3337E-2,95.295728508,0.802749001,0.040816327,0.92,0
4.70427E-2,100,0.828313332,0.020408163,0.96,0
