x,y,species cloglog values
1.0,1.0,0.3426421
2.0,2.0,0.52386534
3.0,3.0,0.7764263
4.0,4.0,0.05035078
5.0,5.0,0.14351933
6.0,6.0,0.39735693
7.0,7.0,0.23490325
8.0,8.0,0.044079505
9.0,9.0,0.61797893
10.0,10.0,0.508164
11.0,11.0,0.07810074
12.0,12.0,0.49645928
13.0,13.0,0.7325951
14.0,14.0,0.2525569
15.0,15.0,0.3456523
16.0,16.0,0.5461738
17.0,17.0,0.39909804
18.0,18.0,0.54361653
19.0,19.0,0.06639985
20.0,20.0,0.44005617
21.0,21.0,0.20074278
22.0,22.0,0.08511944
23.0,23.0,0.7095791
24.0,24.0,0.2766878
25.0,25.0,0.68621147
