sp	long	lat	base
haddadus_binotatus	-40.416667	-20.266667	gbif
haddadus_binotatus	-40.416667	-20.266667	gbif
haddadus_binotatus	-40.416667	-20.266667	gbif
haddadus_binotatus	-40.416667	-20.266667	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-45.069722	-23.430278	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-40.533333	-19.95	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.533333	-19.95	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-46.188056	-23.523056	gbif
haddadus_binotatus	-40.406667	-19.9325	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.072222	-19.391111	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.42	-20.263889	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
haddadus_binotatus	-40.600278	-19.935556	gbif
