x,y,species cloglog values
1.0,1.0,0.608888
2.0,2.0,0.5720793
3.0,3.0,0.3067258
4.0,4.0,0.20229046
5.0,5.0,0.60410964
6.0,6.0,0.57602394
7.0,7.0,0.08379567
8.0,8.0,0.7381542
9.0,9.0,0.10903402
10.0,10.0,0.4147767
11.0,11.0,0.13006957
12.0,12.0,0.45771247
13.0,13.0,0.20248757
14.0,14.0,0.5817094
15.0,15.0,0.17125283
16.0,16.0,0.107085496
17.0,17.0,0.46360675
18.0,18.0,0.43380418
19.0,19.0,0.47710475
20.0,20.0,0.69440365
21.0,21.0,0.2228507
22.0,22.0,0.09971192
23.0,23.0,0.27775136
24.0,24.0,0.24751092
25.0,25.0,0.32797894
