x,y,species cloglog values
1.0,1.0,0.016202757
2.0,2.0,0.5799119
3.0,3.0,0.0066011213
4.0,4.0,0.1555678
5.0,5.0,0.08783
6.0,6.0,0.19497441
7.0,7.0,0.046937607
8.0,8.0,0.63374364
9.0,9.0,0.6816501
10.0,10.0,0.18485282
11.0,11.0,0.69878185
12.0,12.0,0.02877145
13.0,13.0,0.15202866
14.0,14.0,0.1539177
15.0,15.0,0.14255223
16.0,16.0,0.5520094
17.0,17.0,0.015254947
18.0,18.0,0.25359738
19.0,19.0,0.0018404408
20.0,20.0,0.20465101
21.0,21.0,0.06797177
22.0,22.0,0.06712473
23.0,23.0,0.29987183
24.0,24.0,0.15320377
25.0,25.0,0.009324624
26.0,26.0,0.015700195
27.0,27.0,0.24551661
28.0,28.0,0.011187208
29.0,29.0,0.015486921
30.0,30.0,0.011753197
31.0,31.0,0.26248628
32.0,32.0,0.22279884
33.0,33.0,0.01064449
34.0,34.0,0.60825455
35.0,35.0,0.019700589
36.0,36.0,0.16730395
37.0,37.0,0.15384443
38.0,38.0,0.16366516
39.0,39.0,0.08770383
40.0,40.0,0.0637175
41.0,41.0,0.44668844
42.0,42.0,0.24075995
43.0,43.0,0.30991662
44.0,44.0,0.20324466
45.0,45.0,0.14544764
46.0,46.0,0.1478881
47.0,47.0,0.22095159
48.0,48.0,0.6947945
49.0,49.0,0.012955229
50.0,50.0,0.15418024
