Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.7017E-5,0.002701705,0.001840441,1,0,0
9.71339E-5,0.012415092,0.006601116,0.989795918,0,0
1.37398E-4,0.026154876,0.009324621,0.979591837,0,0
1.64998E-4,0.058349715,0.011187214,0.959183673,0,0
2.25455E-4,0.117359209,0.015254939,0.928571429,0,0
2.91816E-4,0.216598454,0.019700582,0.887755102,0,0
7.05074E-4,0.32992137,0.046937603,0.867346939,0,0
9.6559E-4,0.426480358,0.063717481,0.857142857,0,0
1.01906E-3,0.528386352,0.06712478,0.846938776,0,0
1.03238E-3,0.631624482,0.067971732,0.836734694,0,0
1.34621E-3,0.7662459,0.087703827,0.826530612,0,0
1.34824E-3,0.901070167,0.087829999,0.816326531,0,0
2.25558E-3,1.126628027,0.142552146,0.806122449,0,0
2.30519E-3,1.35714676,0.145447591,0.795918367,0,0
2.34713E-3,1.591859972,0.147888097,0.785714286,0,0
2.41857E-3,1.833717119,0.152028674,0.775510204,0,0
2.43891E-3,2.077608135,0.153203807,0.765306122,0,0
2.45001E-3,2.322609091,0.153844424,0.755102041,0,0
2.45128E-3,2.567737273,0.153917823,0.744897959,0,0
2.45583E-3,2.813320352,0.15418021,0.734693878,0,0
2.47991E-3,3.061311301,0.155567727,0.724489796,0,0
2.62123E-3,3.32343382,0.163665183,0.714285714,0,0
2.68517E-3,3.591951151,0.167303877,0.704081633,0,0
2.99756E-3,3.891707579,0.18485286,0.693877551,0,0
3.18081E-3,4.209788644,0.194974365,0.683673469,0,0
3.33226E-3,4.543014778,0.203244726,0.673469388,0,0
3.35817E-3,4.878831648,0.204650932,0.663265306,0,0
3.66187E-3,5.24501874,0.22095143,0.653061224,0,0
3.69669E-3,5.614687628,0.222798726,0.642857143,0,0
4.03961E-3,6.018648199,0.240760075,0.632653061,0,0
4.13178E-3,6.431826164,0.245516791,0.62244898,0,0
4.28971E-3,6.860796694,0.253597512,0.612244898,0,0
4.46541E-3,7.307337311,0.262486087,0.602040816,0,0
4.52351E-3,7.759688555,0.265402286,0.591836735,0,0
5.22836E-3,8.734875938,0.299871821,0.571428571,0.04,0
5.4403E-3,9.278906423,0.309916761,0.56122449,0.04,0
8.67993E-3,10.14689932,0.446688619,0.551020408,0.04,0
9.34629E-3,11.081528759,0.47126609,0.540816327,0.04,0
1.11573E-2,13.131890376,0.53268583,0.520408163,0.08,0
1.17767E-2,15.425289227,0.552009419,0.5,0.12,0
1.2613E-2,16.686590468,0.576841585,0.489795918,0.12,0
1.27198E-2,17.95857181,0.579911893,0.479591837,0.14,0
1.29116E-2,19.24973566,0.585370637,0.469387755,0.14,0
1.30483E-2,20.554567036,0.58921666,0.459183673,0.16,0
1.31077E-2,21.865338602,0.59087708,0.448979592,0.18,0
1.32873E-2,24.504842513,0.595856817,0.428571429,0.22,0
1.36475E-2,25.869593788,0.605661375,0.418367347,0.24,0
1.37443E-2,27.244021338,0.608254537,0.408163265,0.26,0
1.42117E-2,28.665194664,0.620543849,0.397959184,0.26,0
1.4731E-2,31.559466728,0.63374343,0.37755102,0.3,0
1.50192E-2,33.061384074,0.640870032,0.367346939,0.3,0
1.54334E-2,36.106645881,0.65087236,0.346938776,0.34,0
1.57176E-2,39.22174923,0.657571312,0.326530612,0.38,0
1.65232E-2,42.445824266,0.675872787,0.306122449,0.42,0
1.67869E-2,44.124517496,0.681650111,0.295918367,0.44,0
1.72455E-2,45.849072016,0.691450931,0.285714286,0.44,0
1.72455E-2,47.573626535,0.691450931,0.265306122,0.44,0
1.73973E-2,49.313357674,0.694627353,0.265306122,0.48,0
1.74053E-2,51.053891254,0.694794389,0.255102041,0.5,0
1.75982E-2,52.813712297,0.698781873,0.244897959,0.54,0
1.79257E-2,54.606282332,0.705433429,0.234693878,0.54,0
1.83416E-2,56.440447201,0.713670312,0.224489796,0.56,0
1.84243E-2,60.117046028,0.715280158,0.204081633,0.6,0
1.89079E-2,63.850266963,0.724514072,0.183673469,0.64,0
2.01266E-2,67.75371004,0.746480432,0.163265306,0.68,0
2.01735E-2,69.771064223,0.747291245,0.153061224,0.7,0
2.04486E-2,71.815925113,0.751986688,0.142857143,0.72,0
2.04486E-2,73.860786003,0.751986688,0.12244898,0.72,0
2.08612E-2,75.946910564,0.758867373,0.12244898,0.76,0
2.08898E-2,78.035888829,0.759336107,0.112244898,0.78,0
2.11358E-2,82.238451159,0.76334011,0.091836735,0.82,0
2.12528E-2,86.477314272,0.765219764,0.071428571,0.86,0
2.12528E-2,88.602593319,0.765219764,0.051020408,0.86,0
2.147E-2,90.749595925,0.76867171,0.051020408,0.9,0
2.29646E-2,93.046058238,0.791084492,0.040816327,0.92,0
2.32874E-2,97.671260276,0.795632101,0.020408163,0.96,0
