x,y,species cloglog values
1.0,1.0,0.4648173
2.0,2.0,0.08548335
3.0,3.0,0.33119208
4.0,4.0,0.41035601
5.0,5.0,0.07016795
6.0,6.0,0.6206132
7.0,7.0,0.08238185
8.0,8.0,0.26741508
9.0,9.0,0.2295465
10.0,10.0,0.17572711
11.0,11.0,0.118709356
12.0,12.0,0.45043984
13.0,13.0,0.064899385
14.0,14.0,0.2425883
15.0,15.0,0.106335156
16.0,16.0,0.20955339
17.0,17.0,0.2776893
18.0,18.0,0.1731317
19.0,19.0,0.08607002
20.0,20.0,0.34256855
21.0,21.0,0.41110012
22.0,22.0,0.29446095
23.0,23.0,0.15016587
24.0,24.0,0.82856977
25.0,25.0,0.7984877
