X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.028800010796788504,45.75127603006487,0.6630687780226381
2.0,2.0,train,0.04199221130604101,86.86962693831664,0.7952962979564819
3.0,3.0,train,0.02551313426607134,32.254721950530204,0.6185287202113375
4.0,4.0,train,0.024558157764492126,27.15920635561555,0.6045167853031418
5.0,5.0,train,0.013996023712534868,12.78218115441182,0.4106166378754935
6.0,6.0,train,0.016513963263014006,18.96286376224283,0.46409038543512693
7.0,7.0,train,0.028294115773402743,42.87127428824989,0.6565683080485951
8.0,8.0,train,0.03298550925915577,58.35888020374623,0.7123403520999555
9.0,9.0,train,0.025435595369522813,29.702789169368355,0.6174097860025121
10.0,10.0,train,0.04668828610145714,99.99998483916112,0.8285697430962136
11.0,11.0,train,0.041464333898603045,74.3381312653871,0.7911735882144109
12.0,12.0,train,0.019122788678756802,22.530215024613852,0.5143825770418682
13.0,13.0,train,0.0418328923431147,82.670085238833,0.7940606705001607
14.0,14.0,train,0.03794126534559774,62.15297311782701,0.761449296848852
15.0,15.0,train,0.02914789036479344,48.66589388294525,0.6674673001665428
16.0,16.0,train,0.041515250215141235,78.48284424845347,0.7915748351815837
17.0,17.0,train,0.025823993764702804,37.40223678482514,0.6229818526975472
18.0,18.0,train,0.040793012616291605,70.18901637332422,0.7858104269565898
19.0,19.0,train,0.015443261546096597,15.726708718596557,0.4419717207504783
20.0,20.0,train,0.031738543845070896,51.84013174332695,0.6984667720791229
21.0,21.0,train,0.03956637535308109,66.10957717704694,0.7756525807834327
22.0,22.0,train,0.04220944072940563,91.09122013958842,0.7969691236449475
23.0,23.0,train,0.026394390135203567,40.04172726715892,0.6310181448083678
24.0,24.0,train,0.0217320384117157,24.703460657714736,0.5599621739835194
25.0,25.0,train,0.03220493195576665,55.060457223234785,0.7037323941769467
