Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.83518E-8,0.000006835,0.000011277,1,0,0
1.51271E-7,0.000021962,0.000024957,0.996309963,0,0
1.56081E-7,0.00003757,0.000025751,0.992619926,0,0
1.73924E-7,0.000054963,0.000028694,0.988929889,0,0
2.14624E-7,0.000115835,0.000035409,0.977859779,0,0
4.75604E-7,0.000261949,0.000078464,0.963099631,0,0
5.8688E-7,0.000539678,0.000096821,0.944649446,0,0
1.23278E-6,0.001090719,0.000203368,0.926199262,0,0
4.34887E-6,0.002702012,0.000717236,0.900369004,0,0
6.47007E-6,0.005471276,0.001066889,0.881918819,0,0
1.09068E-5,0.010106525,0.001797825,0.863468635,0,0
2.78558E-5,0.027077034,0.004585221,0.830258303,0,0
4.38922E-5,0.050581944,0.007215355,0.808118081,0,0
5.67865E-5,0.100001255,0.009325102,0.771217712,0,0
1.11399E-4,0.202519302,0.018211257,0.726937269,0,0
1.99131E-4,0.301354012,0.032319548,0.704797048,0,0
2.72674E-4,0.422027074,0.043989964,0.686346863,0,0
3.78224E-4,0.52790519,0.060493863,0.675276753,0,0
5.07768E-4,0.618549849,0.08036049,0.667896679,0,0
5.53368E-4,0.728777171,0.087253227,0.660516605,0,0
5.75166E-4,0.786293772,0.090529898,0.656826568,0,0
6.11027E-4,0.84739651,0.095894938,0.653136531,0,0
6.71085E-4,0.914505043,0.104809115,0.649446494,0,0
7.26131E-4,1.054729278,0.112902131,0.642066421,0,0
7.75918E-4,1.132321085,0.120158958,0.638376384,0,0
8.95836E-4,1.221904725,0.137395193,0.634686347,0,0
9.35857E-4,1.315490398,0.143071961,0.63099631,0,0
1.07957E-3,1.423447605,0.163151357,0.627306273,0,0
1.13664E-3,1.537111558,0.17099349,0.623616236,0,0
1.24924E-3,1.781208453,0.186252115,0.616236162,0,0
1.28491E-3,2.037611558,0.191026196,0.608856089,0,0
1.31431E-3,2.29830259,0.194941869,0.601476015,0,0
1.43217E-3,2.576611044,0.210443901,0.594095941,0,0
1.62476E-3,2.88302868,0.23513813,0.586715867,0,0
1.64298E-3,3.047326501,0.23743309,0.58302583,0,0
1.78467E-3,3.397704874,0.255052605,0.575645756,0,0
2.11442E-3,3.60914666,0.294497522,0.57195572,0,0
2.12556E-3,3.821703027,0.295793664,0.568265683,0,0
2.17157E-3,4.038860128,0.301118689,0.564575646,0,0
2.18968E-3,4.25782803,0.303203501,0.560885609,0,0
2.30616E-3,4.708189736,0.316465979,0.553505535,0,0
2.39701E-3,4.947890449,0.326635164,0.549815498,0.007194245,0
2.50112E-3,5.198002936,0.338102868,0.546125461,0.021582734,0
2.73427E-3,5.471429839,0.363079533,0.542435424,0.021582734,0
2.88835E-3,5.76026459,0.379066296,0.538745387,0.021582734,0
3.04925E-3,6.065189802,0.395333152,0.535055351,0.021582734,0
3.07026E-3,6.372216254,0.397425727,0.531365314,0.021582734,0
3.16946E-3,6.689161782,0.407206535,0.527675277,0.021582734,0
3.5491E-3,7.044071872,0.443197489,0.52398524,0.028776978,0
3.76444E-3,7.420516085,0.462632202,0.520295203,0.028776978,0
3.79228E-3,7.799743666,0.465094196,0.516605166,0.028776978,0
3.79228E-3,8.178971247,0.465094196,0.509225092,0.028776978,0
3.98463E-3,8.577434598,0.481803388,0.509225092,0.043165468,0
3.98564E-3,8.975998669,0.48188949,0.505535055,0.043165468,0
4.07497E-3,9.383496105,0.489469725,0.501845018,0.043165468,0
4.15687E-3,9.799182768,0.496321064,0.498154982,0.050359712,0
4.15687E-3,10.21486943,0.496321064,0.490774908,0.050359712,0
4.31684E-3,10.646553915,0.509441177,0.490774908,0.064748201,0
4.40292E-3,11.086846333,0.516358714,0.487084871,0.071942446,0
4.40292E-3,11.52713875,0.516358714,0.479704797,0.071942446,0
4.44761E-3,11.971899954,0.519911381,0.479704797,0.086330935,0
4.51685E-3,12.423584764,0.525364154,0.47601476,0.100719424,0
4.54637E-3,12.878221552,0.527670148,0.472324723,0.100719424,0
4.61119E-3,13.339340535,0.532694603,0.468634686,0.100719424,0
4.61119E-3,13.800459517,0.532694603,0.461254613,0.100719424,0
4.6316E-3,14.263619464,0.534265496,0.461254613,0.115107914,0
4.95514E-3,14.759133036,0.558473761,0.457564576,0.115107914,0
5.00273E-3,16.250433404,0.561927339,0.446494465,0.136690647,0
5.1597E-3,16.766403699,0.573126745,0.442804428,0.143884892,0
5.33724E-3,17.300127481,0.585448697,0.439114391,0.143884892,0
5.45563E-3,17.845690954,0.593467795,0.435424354,0.143884892,0
5.49956E-3,19.486774336,0.59640356,0.424354244,0.165467626,0
