x,y,species cloglog values
1.0,1.0,1.0350485E-4
2.0,2.0,0.028665248
3.0,3.0,0.2723785
4.0,4.0,9.750444E-4
5.0,5.0,0.005881891
6.0,6.0,4.6422906E-4
7.0,7.0,0.32808444
8.0,8.0,0.77073085
9.0,9.0,0.6553288
10.0,10.0,0.6523363
11.0,11.0,0.5133498
12.0,12.0,0.020385232
13.0,13.0,0.053103857
14.0,14.0,0.019619716
15.0,15.0,0.028747644
16.0,16.0,0.004584865
17.0,17.0,0.26803118
18.0,18.0,9.207316E-5
19.0,19.0,0.57598704
20.0,20.0,0.26978183
21.0,21.0,0.05367073
22.0,22.0,0.5024719
23.0,23.0,0.022888752
24.0,24.0,0.54738086
25.0,25.0,0.008688915
26.0,26.0,0.051125314
27.0,27.0,0.54745513
28.0,28.0,0.025506524
29.0,29.0,0.15917645
30.0,30.0,0.022368075
31.0,31.0,0.1611723
32.0,32.0,0.04576886
33.0,33.0,0.0036247743
34.0,34.0,0.018455518
35.0,35.0,0.26873037
36.0,36.0,0.77239114
37.0,37.0,0.0069221305
38.0,38.0,4.724796E-4
39.0,39.0,0.006246615
40.0,40.0,0.11085984
41.0,41.0,0.0076274993
42.0,42.0,0.016772619
43.0,43.0,6.135247E-4
44.0,44.0,0.060892366
45.0,45.0,0.022117894
46.0,46.0,0.023730516
47.0,47.0,0.027878327
48.0,48.0,0.0018981666
49.0,49.0,0.0028642665
50.0,50.0,9.623694E-5
51.0,51.0,0.46389487
52.0,52.0,0.09079395
53.0,53.0,0.015378957
54.0,54.0,0.21760885
55.0,55.0,0.010782353
56.0,56.0,0.123469196
57.0,57.0,0.100601986
58.0,58.0,0.14994903
59.0,59.0,0.7317597
60.0,60.0,0.0070405174
61.0,61.0,0.008802943
62.0,62.0,0.40209076
63.0,63.0,0.04285759
64.0,64.0,0.046321373
65.0,65.0,2.318247E-4
66.0,66.0,4.9413116E-5
67.0,67.0,0.11525638
68.0,68.0,0.032355748
69.0,69.0,0.033053238
70.0,70.0,0.025645124
71.0,71.0,0.003986605
72.0,72.0,0.09687507
73.0,73.0,0.6335675
74.0,74.0,4.254503E-5
75.0,75.0,0.01003736
76.0,76.0,0.090269506
77.0,77.0,0.012069274
78.0,78.0,0.005729023
79.0,79.0,9.983323E-5
80.0,80.0,0.015116085
81.0,81.0,0.051816072
82.0,82.0,0.14356114
83.0,83.0,1.578293E-4
84.0,84.0,0.012041779
85.0,85.0,0.007309186
86.0,86.0,0.0019310751
87.0,87.0,7.5598754E-4
88.0,88.0,0.42452535
89.0,89.0,0.31146622
90.0,90.0,0.2741309
91.0,91.0,0.19019367
92.0,92.0,0.25323868
93.0,93.0,0.08090379
94.0,94.0,0.066488594
95.0,95.0,0.14709513
96.0,96.0,0.10799154
97.0,97.0,0.01861005
98.0,98.0,0.0012034279
99.0,99.0,0.4061618
100.0,100.0,0.0643535
101.0,101.0,0.032922238
102.0,102.0,0.006259918
103.0,103.0,0.2819878
104.0,104.0,1.2182172E-4
105.0,105.0,0.004496707
106.0,106.0,0.5063325
107.0,107.0,0.019348973
108.0,108.0,0.0010979148
109.0,109.0,0.795319
110.0,110.0,0.006884369
111.0,111.0,0.021505047
112.0,112.0,0.4153344
113.0,113.0,0.35239026
114.0,114.0,4.157497E-4
115.0,115.0,5.5987603E-5
116.0,116.0,0.06399084
117.0,117.0,0.027560582
118.0,118.0,0.011030948
119.0,119.0,0.03563971
120.0,120.0,0.23546992
121.0,121.0,0.045570012
122.0,122.0,7.773635E-4
123.0,123.0,0.003982756
124.0,124.0,0.33437386
125.0,125.0,1.5507586E-4
126.0,126.0,0.43335494
127.0,127.0,0.27395147
128.0,128.0,0.6362432
129.0,129.0,0.25996104
130.0,130.0,0.07357072
131.0,131.0,0.21197937
132.0,132.0,0.054722887
133.0,133.0,0.37573656
134.0,134.0,0.008658723
135.0,135.0,0.11497422
136.0,136.0,0.0021588553
137.0,137.0,0.009485112
138.0,138.0,0.0019959635
139.0,139.0,0.48668873
140.0,140.0,0.045114532
141.0,141.0,1.4790887E-4
142.0,142.0,0.019120116
143.0,143.0,6.5590546E-4
144.0,144.0,0.008753749
145.0,145.0,1.7399655E-4
146.0,146.0,0.10822712
147.0,147.0,5.6643235E-5
148.0,148.0,1.6527355E-4
