Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.1759E-3,0.217590084,0.052258871,1,0,0
2.83068E-3,0.500658497,0.067443656,0.96875,0,0
3.17183E-3,0.817841713,0.075258419,0.9375,0,0
4.19105E-3,1.236947019,0.098218038,0.90625,0,0
4.30915E-3,1.667861904,0.100841214,0.875,0,0
4.61346E-3,2.129208379,0.107565651,0.84375,0,0
1.01288E-2,3.142090522,0.221083953,0.8125,0,0
1.12279E-2,4.264881609,0.241918003,0.78125,0,0
1.25866E-2,5.523539819,0.266904027,0.75,0,0
1.40067E-2,6.924205727,0.292139547,0.71875,0,0
1.60245E-2,8.526653254,0.326510348,0.6875,0,0
1.65424E-2,10.180892714,0.335059947,0.65625,0,0
1.66714E-2,11.848029765,0.337172095,0.625,0.0625,0
2.07826E-2,13.926286753,0.401095198,0.59375,0.0625,0
2.67591E-2,16.602193106,0.483188653,0.5625,0.0625,0
3.10734E-2,19.709535302,0.535364249,0.53125,0.0625,0
3.25693E-2,22.966467953,0.552196892,0.5,0.125,0
3.30765E-2,26.274121106,0.557764653,0.46875,0.125,0
3.55636E-2,29.83047822,0.58407984,0.4375,0.1875,0
4.47983E-2,34.31030738,0.668808591,0.40625,0.25,0
4.55791E-2,38.868216576,0.675126413,0.375,0.25,0
4.79645E-2,43.664670532,0.693691342,0.34375,0.3125,0
4.94673E-2,48.611399791,0.70483804,0.3125,0.375,0
5.07804E-2,53.689438661,0.714245368,0.28125,0.4375,0
5.11568E-2,58.805118467,0.716886335,0.25,0.5,0
5.16892E-2,63.974039095,0.720580198,0.21875,0.5625,0
5.43878E-2,69.412821511,0.738575023,0.1875,0.625,0
5.95386E-2,75.366681641,0.769767216,0.15625,0.6875,0
6.04301E-2,81.409689907,0.7747749,0.125,0.75,0
6.0446E-2,87.454286809,0.774863143,0.09375,0.8125,0
6.19674E-2,93.651025602,0.783155832,0.0625,0.875,0
6.34897E-2,100,0.791147897,0.03125,0.9375,0
