x,y,species cloglog values
1.0,1.0,0.004275196
2.0,2.0,0.0017972453
3.0,3.0,0.015430883
4.0,4.0,0.014785128
5.0,5.0,1.0461217E-6
6.0,6.0,0.009283542
7.0,7.0,0.0029486127
8.0,8.0,0.19384918
9.0,9.0,0.1694976
10.0,10.0,3.5322746E-6
11.0,11.0,0.782056
12.0,12.0,0.09324157
13.0,13.0,0.010813745
14.0,14.0,5.176092E-4
15.0,15.0,0.010981601
16.0,16.0,8.934898E-4
17.0,17.0,2.8131904E-5
18.0,18.0,0.37952933
19.0,19.0,0.015912162
20.0,20.0,0.19054806
21.0,21.0,0.001524598
22.0,22.0,6.6303244E-7
23.0,23.0,0.010225394
24.0,24.0,3.1988448E-4
25.0,25.0,0.48065567
26.0,26.0,0.01070564
27.0,27.0,0.9986803
28.0,28.0,0.0054429993
29.0,29.0,0.016155487
30.0,30.0,0.14176483
31.0,31.0,0.025763173
32.0,32.0,0.03826114
33.0,33.0,0.13106652
34.0,34.0,3.9491684E-7
35.0,35.0,0.012060885
36.0,36.0,0.43509236
37.0,37.0,0.0012416444
38.0,38.0,0.0073793014
39.0,39.0,0.12023116
40.0,40.0,0.07022039
41.0,41.0,0.001348068
42.0,42.0,0.10668484
43.0,43.0,0.03919758
44.0,44.0,0.01796825
45.0,45.0,5.5603894E-5
46.0,46.0,0.002251268
47.0,47.0,0.9995096
48.0,48.0,0.011633024
49.0,49.0,6.2144914E-4
50.0,50.0,0.11543346
51.0,51.0,0.28976756
52.0,52.0,0.0021862614
53.0,53.0,0.0019473288
54.0,54.0,0.071988486
55.0,55.0,0.034728542
56.0,56.0,1.05150866E-4
57.0,57.0,0.0040197596
58.0,58.0,0.7310186
59.0,59.0,0.42690083
60.0,60.0,2.2351267E-5
61.0,61.0,1.6100294E-4
62.0,62.0,0.044699643
63.0,63.0,0.031438094
64.0,64.0,0.0046962025
65.0,65.0,2.298964E-4
66.0,66.0,0.48455647
67.0,67.0,0.489701
68.0,68.0,0.008246843
69.0,69.0,5.308427E-4
70.0,70.0,0.004040222
71.0,71.0,0.22082335
72.0,72.0,2.506383E-6
73.0,73.0,0.007486133
74.0,74.0,0.12671606
75.0,75.0,0.24271326
76.0,76.0,5.9870223E-4
77.0,77.0,0.036726486
78.0,78.0,0.17343742
79.0,79.0,0.063314274
80.0,80.0,2.1518771E-4
81.0,81.0,9.894064E-4
82.0,82.0,0.0017586335
83.0,83.0,1.7273727E-5
84.0,84.0,0.02691653
85.0,85.0,2.0203475E-4
86.0,86.0,0.0029561638
87.0,87.0,0.012826172
88.0,88.0,0.2815709
89.0,89.0,0.011176713
90.0,90.0,0.05265146
91.0,91.0,5.497252E-4
92.0,92.0,0.00162925
93.0,93.0,0.0065299952
94.0,94.0,0.0013993054
95.0,95.0,0.002549853
96.0,96.0,0.32862315
97.0,97.0,0.018366696
98.0,98.0,0.0010862678
99.0,99.0,3.4013757E-4
100.0,100.0,0.10763151
101.0,101.0,0.00671376
102.0,102.0,0.018231912
103.0,103.0,0.0022770697
104.0,104.0,0.06258794
105.0,105.0,0.042496253
106.0,106.0,0.009005291
107.0,107.0,0.122209236
108.0,108.0,0.00393424
109.0,109.0,2.4925372E-5
110.0,110.0,0.4881768
111.0,111.0,0.115651995
112.0,112.0,0.010852541
113.0,113.0,0.036296234
114.0,114.0,4.4266703E-6
115.0,115.0,9.818551E-7
116.0,116.0,2.9207611E-5
117.0,117.0,0.056950953
118.0,118.0,0.15520994
119.0,119.0,0.07170838
120.0,120.0,0.015476725
121.0,121.0,0.02894152
122.0,122.0,0.0707852
123.0,123.0,2.2288931E-4
124.0,124.0,0.10808376
125.0,125.0,0.08402121
126.0,126.0,0.08356579
127.0,127.0,0.4019575
128.0,128.0,2.6172466E-4
129.0,129.0,0.0053843013
130.0,130.0,0.3647725
131.0,131.0,0.0031360502
132.0,132.0,7.4595055E-6
133.0,133.0,0.0018158115
134.0,134.0,0.36186323
135.0,135.0,0.042891372
136.0,136.0,0.3612377
137.0,137.0,1.10718705E-4
138.0,138.0,1.1832325E-4
139.0,139.0,0.4305813
140.0,140.0,1.0169071E-4
141.0,141.0,0.2937645
142.0,142.0,0.08021951
143.0,143.0,1.4760152E-6
144.0,144.0,3.0134897E-6
145.0,145.0,0.03423738
146.0,146.0,0.14355056
147.0,147.0,0.16514382
148.0,148.0,3.924378E-4
