x,y,species cloglog values
1.0,1.0,0.07971027
2.0,2.0,0.5783387
3.0,3.0,0.3419255
4.0,4.0,0.017668674
5.0,5.0,0.08180028
6.0,6.0,0.43286148
7.0,7.0,0.06377311
8.0,8.0,0.012530126
9.0,9.0,0.25737914
10.0,10.0,0.09002823
11.0,11.0,0.030700088
12.0,12.0,0.13500398
13.0,13.0,0.058080852
14.0,14.0,0.2528746
15.0,15.0,0.2368574
16.0,16.0,0.47193363
17.0,17.0,0.05923302
18.0,18.0,0.013645458
19.0,19.0,0.15374734
20.0,20.0,0.45858118
21.0,21.0,0.51821923
22.0,22.0,0.14963366
23.0,23.0,0.33463156
24.0,24.0,0.08678469
25.0,25.0,0.52845424
