x,y,species cloglog values
1.0,1.0,0.23130052
2.0,2.0,0.021338377
3.0,3.0,0.20268407
4.0,4.0,0.025120556
5.0,5.0,0.017248288
6.0,6.0,0.3526816
7.0,7.0,0.71687734
8.0,8.0,0.14042123
9.0,9.0,0.32125992
10.0,10.0,0.30877924
11.0,11.0,0.04585388
12.0,12.0,0.47688043
13.0,13.0,0.06795996
14.0,14.0,0.34021145
15.0,15.0,0.5202477
16.0,16.0,0.055448655
17.0,17.0,0.25816813
18.0,18.0,0.12563835
19.0,19.0,0.3466323
20.0,20.0,0.17771538
21.0,21.0,0.38456416
22.0,22.0,0.5634112
23.0,23.0,0.42766216
24.0,24.0,0.066709824
25.0,25.0,0.19473392
