x,y,species cloglog values
1.0,1.0,0.2993582
2.0,2.0,0.6673805
3.0,3.0,0.75924355
4.0,4.0,0.7240374
5.0,5.0,0.17390254
6.0,6.0,0.06026104
7.0,7.0,0.18591309
8.0,8.0,0.4359733
9.0,9.0,0.21840803
10.0,10.0,0.36286923
11.0,11.0,0.57657707
12.0,12.0,0.5830337
13.0,13.0,0.4460267
14.0,14.0,0.3263254
15.0,15.0,0.40481874
16.0,16.0,0.40156344
17.0,17.0,0.32735837
18.0,18.0,0.065422535
19.0,19.0,0.57087237
20.0,20.0,0.085690044
21.0,21.0,0.08095957
22.0,22.0,0.16556968
23.0,23.0,0.4190706
24.0,24.0,0.25672767
25.0,25.0,0.14605166
