x,y,species cloglog values
1.0,1.0,0.027105205
2.0,2.0,0.25576264
3.0,3.0,0.10202181
4.0,4.0,0.13356358
5.0,5.0,0.16294178
6.0,6.0,0.083458796
7.0,7.0,0.002652507
8.0,8.0,0.3772213
9.0,9.0,0.20592846
10.0,10.0,0.11460615
11.0,11.0,0.23996377
12.0,12.0,0.035590798
13.0,13.0,0.717196
14.0,14.0,0.6404022
15.0,15.0,0.016867397
16.0,16.0,0.12383492
17.0,17.0,0.18083836
18.0,18.0,0.70440733
19.0,19.0,0.2236705
20.0,20.0,0.11456024
21.0,21.0,0.08516223
22.0,22.0,0.076491356
23.0,23.0,0.027007956
24.0,24.0,0.02436932
25.0,25.0,0.2567849
26.0,26.0,0.61248595
27.0,27.0,0.23807207
28.0,28.0,0.005231496
29.0,29.0,0.15540953
30.0,30.0,0.2038671
31.0,31.0,0.15281281
32.0,32.0,0.056639217
33.0,33.0,0.47369468
34.0,34.0,0.13374265
35.0,35.0,0.016379675
36.0,36.0,0.006885972
37.0,37.0,0.32071844
38.0,38.0,0.18461345
39.0,39.0,0.01657805
40.0,40.0,0.02622461
41.0,41.0,0.015656631
42.0,42.0,0.0029187652
43.0,43.0,0.11195498
44.0,44.0,0.11738963
45.0,45.0,0.16523667
46.0,46.0,0.22113852
47.0,47.0,0.019422928
48.0,48.0,0.3208645
49.0,49.0,0.2502642
50.0,50.0,0.16875534
