Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.47995E-3,0.447994596,0.109721247,1,0,0
6.9106E-3,1.139054466,0.164126242,0.967741935,0,0
7.80018E-3,1.919072724,0.183195618,0.935483871,0,0
9.50668E-3,2.869740799,0.218567376,0.903225806,0,0
1.20873E-2,4.078474165,0.269170245,0.870967742,0,0
1.26277E-2,5.341244156,0.279343841,0.838709677,0,0
1.4799E-2,6.821142844,0.318815169,0.806451613,0,0
1.56344E-2,8.384582573,0.333419369,0.774193548,0,0
1.58292E-2,9.967499864,0.336779073,0.741935484,0,0
1.93982E-2,11.907314958,0.395428336,0.709677419,0,0
1.94618E-2,13.853493669,0.396425585,0.677419355,0,0
2.0059E-2,15.859393022,0.405704687,0.64516129,0,0
2.01702E-2,17.876416001,0.407417196,0.612903226,0,0
2.1585E-2,20.034920812,0.428772931,0.580645161,0.0625,0
2.23478E-2,22.269704962,0.439965667,0.548387097,0.125,0
2.91737E-2,25.187075083,0.530851785,0.516129032,0.125,0
3.47477E-2,28.661849993,0.594015726,0.483870968,0.125,0
3.66207E-2,32.323924549,0.613270936,0.451612903,0.1875,0
3.9691E-2,36.293027459,0.642879322,0.419354839,0.25,0
4.34994E-2,40.642963321,0.676474979,0.387096774,0.3125,0
4.49647E-2,45.139428693,0.68854242,0.35483871,0.375,0
4.81112E-2,49.950545408,0.712956158,0.322580645,0.375,0
4.97816E-2,54.928709478,0.725129843,0.290322581,0.4375,0
4.98575E-2,59.914460432,0.725670317,0.258064516,0.5,0
5.07239E-2,64.986854602,0.731767738,0.225806452,0.5625,0
5.4998E-2,70.486641963,0.75991937,0.193548387,0.625,0
5.71691E-2,76.203563112,0.773068139,0.161290323,0.6875,0
5.80572E-2,82.009283624,0.778236694,0.129032258,0.75,0
5.95806E-2,87.967346703,0.786830149,0.096774194,0.8125,0
5.99554E-2,93.962882766,0.788892418,0.064516129,0.875,0
6.03712E-2,100,0.791157432,0.032258065,0.9375,0
