x,y,species cloglog values
1.0,1.0,0.075795166
2.0,2.0,0.36292747
3.0,3.0,0.25828016
4.0,4.0,0.32340845
5.0,5.0,0.6061187
6.0,6.0,0.27345833
7.0,7.0,0.23892647
8.0,8.0,0.41459638
9.0,9.0,0.40406883
10.0,10.0,0.3919652
11.0,11.0,0.6001939
12.0,12.0,0.11552847
13.0,13.0,0.06276879
14.0,14.0,0.23535593
15.0,15.0,0.08564351
16.0,16.0,0.5256285
17.0,17.0,0.05309538
18.0,18.0,0.051618382
19.0,19.0,0.10935699
20.0,20.0,0.25245005
21.0,21.0,0.6841494
22.0,22.0,0.0462075
23.0,23.0,0.2596408
24.0,24.0,0.28562772
25.0,25.0,0.3720567
