X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.01533938608056487,34.45021764750586,0.644781728596142
2.0,2.0,train,0.0195388871122993,57.51594547295452,0.7324325370632552
3.0,3.0,train,0.01346133261011664,25.86187460317236,0.596791486064028
4.0,4.0,train,0.020707477209257516,73.61418621658238,0.7527200027322302
5.0,5.0,train,0.019621617920962908,61.4322387355593,0.7339220041628535
6.0,6.0,train,0.012630799203852896,20.700700013982757,0.5735505008043826
7.0,7.0,train,0.021736027521716952,90.74696545507959,0.7692995755376992
8.0,8.0,train,0.020707477209257516,73.61418621658238,0.7527200027322302
9.0,9.0,train,0.01533938608056487,34.45021764750586,0.644781728596142
10.0,10.0,train,0.022955841890759048,93.04304564368323,0.7875273638210738
11.0,11.0,train,0.0038524782217574443,5.65704166667732,0.2289063165918942
12.0,12.0,train,0.02171978724272548,84.22762759984698,0.7690466330393202
13.0,13.0,train,0.020807549522174465,77.76638130083865,0.754384102818568
14.0,14.0,train,0.01593270867268246,39.11387231304565,0.658721761061499
15.0,15.0,train,0.012630799203852896,20.700700013982757,0.5735505008043826
16.0,16.0,train,0.0214476765696651,79.91090455580398,0.7647670162254089
17.0,17.0,train,0.013857398086130766,27.247493630405994,0.6074243048734196
18.0,18.0,train,0.01895310551847897,53.66686715405356,0.721645004946851
19.0,19.0,train,0.011450559220563627,13.459636168045806,0.5382006578240695
20.0,20.0,train,0.020529019848667795,69.4915215525525,0.7497244099156888
21.0,21.0,train,0.0038524782217574443,5.65704166667732,0.2289063165918942
22.0,22.0,train,0.018497215745197554,46.2180462036573,0.7129494434758646
23.0,23.0,train,0.01593270867268246,39.11387231304565,0.658721761061499
24.0,24.0,train,0.013857398086130766,27.247493630405994,0.6074243048734196
25.0,25.0,train,0.023309589805562223,97.66890770920222,0.7925388443617337
26.0,26.0,train,0.020529019848667795,69.4915215525525,0.7497244099156888
27.0,27.0,train,0.020367623125817903,67.43845517521362,0.7469839586443814
28.0,28.0,train,0.01895310551847897,53.66686715405356,0.721645004946851
29.0,29.0,train,0.01269061122491154,23.232950320804633,0.5752681005505114
30.0,30.0,train,0.014391602960701239,32.91630635865851,0.6213228569355449
31.0,31.0,train,0.014391602960701239,32.91630635865851,0.6213228569355449
32.0,32.0,train,0.012064700896197421,18.197852787585948,0.5569461355584706
33.0,33.0,train,0.022955841890759048,93.04304564368323,0.7875273638210738
34.0,34.0,train,0.018296567261734908,42.53673994398669,0.7090367174459433
35.0,35.0,train,0.018296567261734908,42.53673994398669,0.7090367174459433
36.0,36.0,train,0.018528165586971013,49.91459360389877,0.7135482759993091
37.0,37.0,train,0.009097067152029957,11.302475708930121,0.4587225439677721
38.0,38.0,train,0.018497215745197554,46.2180462036573,0.7129494434758646
39.0,39.0,train,0.023309589805562223,97.66890770920222,0.7925388443617337
40.0,40.0,train,0.0198465902895294,63.41665403578602,0.737930560314753
41.0,41.0,train,0.0214476765696651,79.91090455580398,0.7647670162254089
42.0,42.0,train,0.02171978724272548,84.22762759984698,0.7690466330393202
43.0,43.0,train,0.0075802598596281055,10.392770418145911,0.4003906528770331
44.0,44.0,train,0.0198465902895294,63.41665403578602,0.737930560314753
45.0,45.0,train,0.0195388871122993,57.51594547295452,0.7324325370632552
46.0,46.0,train,0.014047411123959777,30.03802748621803,0.6124254293938793
47.0,47.0,train,0.018528165586971013,49.91459360389877,0.7135482759993091
48.0,48.0,train,0.010121379591956556,12.314595210862363,0.4948695699617983
49.0,49.0,train,0.011822623488220137,15.803685905761625,0.5496498053416504
50.0,50.0,train,0.021736027521716952,90.74696545507959,0.7692995755376992
