x,y,species cloglog values
1.0,1.0,0.35886502
2.0,2.0,0.5420121
3.0,3.0,0.4067724
4.0,4.0,0.6532415
5.0,5.0,0.27428764
6.0,6.0,0.51521945
7.0,7.0,0.6916463
8.0,8.0,0.10466748
9.0,9.0,0.53873014
10.0,10.0,0.0649589
11.0,11.0,0.16221635
12.0,12.0,0.5034665
13.0,13.0,0.11209596
14.0,14.0,0.70497966
15.0,15.0,0.44595188
16.0,16.0,0.65997016
17.0,17.0,0.61763215
18.0,18.0,0.21816033
19.0,19.0,0.328736
20.0,20.0,0.599
21.0,21.0,0.051632315
22.0,22.0,0.2796942
23.0,23.0,0.4149931
24.0,24.0,0.4437372
25.0,25.0,0.19517963
