x,y,species cloglog values
1.0,1.0,0.32214198
2.0,2.0,0.09418717
3.0,3.0,0.5618582
4.0,4.0,0.1727179
5.0,5.0,0.5864778
6.0,6.0,0.6543573
7.0,7.0,0.5550202
8.0,8.0,0.17629507
9.0,9.0,0.11179443
10.0,10.0,0.13211875
11.0,11.0,0.69167054
12.0,12.0,0.68240094
13.0,13.0,0.5249636
14.0,14.0,0.14308698
15.0,15.0,0.2771109
16.0,16.0,0.086301595
17.0,17.0,0.13164935
18.0,18.0,0.05605174
19.0,19.0,0.08858307
20.0,20.0,0.70300245
21.0,21.0,0.07401734
22.0,22.0,0.4903827
23.0,23.0,0.080883816
24.0,24.0,0.28909153
