x,y,species cloglog values
1.0,1.0,0.066207305
2.0,2.0,0.27319187
3.0,3.0,0.2625671
4.0,4.0,0.41150287
5.0,5.0,0.44057176
6.0,6.0,0.117682576
7.0,7.0,0.7116849
8.0,8.0,0.19537649
9.0,9.0,0.097095035
10.0,10.0,0.42308992
11.0,11.0,0.22659075
12.0,12.0,0.49346662
13.0,13.0,0.65246594
14.0,14.0,0.67892647
15.0,15.0,0.12919638
16.0,16.0,0.047038145
17.0,17.0,0.4371345
18.0,18.0,0.2776373
19.0,19.0,0.29948238
20.0,20.0,0.0889543
21.0,21.0,0.06709587
22.0,22.0,0.034982104
23.0,23.0,0.41041312
24.0,24.0,0.032726627
25.0,25.0,0.30959663
