sp,lon,lat
brachycephalus_ephippium,-45.5,-22.5
brachycephalus_ephippium,-44.5,-22.5
brachycephalus_ephippium,-43.5,-22.5
brachycephalus_ephippium,-42.5,-22.5
brachycephalus_ephippium,-46.5,-23.5
brachycephalus_ephippium,-45.5,-23.5
