x,y,species cloglog values
1.0,1.0,0.89175665
2.0,2.0,0.17537025
3.0,3.0,4.777485E-4
4.0,4.0,0.043083034
5.0,5.0,0.061310396
6.0,6.0,0.25024042
7.0,7.0,0.0054607997
8.0,8.0,0.0036046726
9.0,9.0,0.061638482
10.0,10.0,0.24885106
11.0,11.0,0.0067321393
12.0,12.0,0.3702171
13.0,13.0,0.005492103
14.0,14.0,0.0023931146
15.0,15.0,0.038713347
16.0,16.0,0.19955598
17.0,17.0,0.49728763
18.0,18.0,0.0017260953
19.0,19.0,0.03714431
20.0,20.0,0.3394759
21.0,21.0,0.22578128
22.0,22.0,0.00830111
23.0,23.0,0.9260596
24.0,24.0,0.022357695
25.0,25.0,0.34963036
26.0,26.0,0.10344433
27.0,27.0,0.00664718
28.0,28.0,8.0585905E-4
29.0,29.0,0.05493286
30.0,30.0,0.021102542
31.0,31.0,0.10411184
32.0,32.0,0.0025751162
33.0,33.0,0.58071464
34.0,34.0,0.6622236
35.0,35.0,0.0014476008
36.0,36.0,8.218804E-4
37.0,37.0,0.016096193
38.0,38.0,0.009152859
39.0,39.0,3.6169734E-4
40.0,40.0,0.67254764
41.0,41.0,0.40970314
42.0,42.0,1.9987632E-4
43.0,43.0,0.07826649
44.0,44.0,0.00811509
45.0,45.0,0.036124848
46.0,46.0,9.859117E-4
47.0,47.0,0.23049854
48.0,48.0,0.07737557
49.0,49.0,0.033667956
50.0,50.0,0.027684953
51.0,51.0,0.25004154
52.0,52.0,0.012851915
53.0,53.0,0.022983735
54.0,54.0,0.0106496755
55.0,55.0,8.4651966E-4
56.0,56.0,0.078314446
57.0,57.0,0.18096635
58.0,58.0,0.09141025
59.0,59.0,0.014559215
60.0,60.0,0.004641813
61.0,61.0,0.10652714
62.0,62.0,0.030587366
63.0,63.0,0.9981665
64.0,64.0,0.049533937
65.0,65.0,0.001141959
66.0,66.0,0.006361184
67.0,67.0,0.06674535
68.0,68.0,0.03242249
69.0,69.0,0.0023358916
70.0,70.0,0.1555076
71.0,71.0,6.6441175E-4
72.0,72.0,0.004286907
73.0,73.0,0.22522274
74.0,74.0,0.007122895
75.0,75.0,0.0011876529
76.0,76.0,8.476485E-4
77.0,77.0,0.019547435
78.0,78.0,0.981826
79.0,79.0,0.0021130373
80.0,80.0,0.03587633
81.0,81.0,0.40111217
82.0,82.0,0.019536015
83.0,83.0,0.004304835
84.0,84.0,4.6624878E-4
85.0,85.0,0.06616168
86.0,86.0,0.027919812
87.0,87.0,0.23870577
88.0,88.0,0.04736462
89.0,89.0,0.25418347
90.0,90.0,0.031811703
91.0,91.0,1.364793E-4
92.0,92.0,0.15603307
93.0,93.0,0.004904945
94.0,94.0,0.10722816
95.0,95.0,0.020938456
96.0,96.0,5.752132E-4
97.0,97.0,8.554116E-4
98.0,98.0,0.36683768
99.0,99.0,6.867767E-4
100.0,100.0,0.0011361396
101.0,101.0,0.0069585303
102.0,102.0,0.009488206
103.0,103.0,0.011490544
104.0,104.0,4.6516611E-4
105.0,105.0,3.402312E-4
106.0,106.0,0.26804066
107.0,107.0,4.2084322E-4
108.0,108.0,0.034489747
109.0,109.0,0.056519553
110.0,110.0,3.693908E-4
111.0,111.0,0.07088196
112.0,112.0,0.010784166
113.0,113.0,0.0037812383
114.0,114.0,0.01147391
115.0,115.0,0.5368978
116.0,116.0,0.010251415
117.0,117.0,0.02822715
118.0,118.0,0.018156419
119.0,119.0,4.0017374E-4
120.0,120.0,0.5909245
121.0,121.0,0.92551845
122.0,122.0,0.21606183
123.0,123.0,0.5635618
124.0,124.0,0.059282374
125.0,125.0,0.030492358
126.0,126.0,0.009285195
127.0,127.0,0.09110759
128.0,128.0,0.049377717
129.0,129.0,0.91212904
130.0,130.0,0.033035766
131.0,131.0,1.6167662E-4
132.0,132.0,0.022289038
133.0,133.0,0.06670538
134.0,134.0,0.021478815
135.0,135.0,0.16126357
136.0,136.0,0.03137203
137.0,137.0,1.6967577E-4
138.0,138.0,0.049791828
139.0,139.0,0.03364047
140.0,140.0,0.0055934954
141.0,141.0,0.38159946
142.0,142.0,0.42567185
143.0,143.0,0.15798707
144.0,144.0,0.16807897
145.0,145.0,0.022693334
146.0,146.0,0.015361287
147.0,147.0,0.11879018
148.0,148.0,0.18811591
