Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.39469E-7,0.000013947,0.000018503,1,0,0
4.93442E-7,0.000063291,0.000065463,0.996047431,0,0
6.35221E-7,0.000126813,0.000084272,0.992094862,0,0
9.96263E-7,0.000306878,0.000132167,0.984189723,0,0
1.90631E-6,0.000597311,0.000252881,0.976284585,0,0
2.04376E-6,0.001000032,0.000271112,0.968379447,0,0
4.30695E-6,0.002520624,0.000571245,0.948616601,0,0
9.24326E-6,0.005351402,0.001225562,0.932806324,0,0
1.33505E-5,0.011067013,0.001769658,0.913043478,0,0
3.31781E-5,0.026130404,0.0043921,0.885375494,0,0
5.69667E-5,0.053654928,0.007529352,0.861660079,0,0
7.32675E-5,0.100058882,0.009673391,0.833992095,0,0
1.44561E-4,0.209939428,0.01899626,0.790513834,0,0
1.83447E-4,0.305998318,0.024044347,0.766798419,0,0
2.18054E-4,0.410218586,0.028515071,0.747035573,0,0
2.55939E-4,0.507047282,0.033385746,0.731225296,0.007194245,0
2.62696E-4,0.611394175,0.034251779,0.71541502,0.007194245,0
2.81796E-4,0.721887547,0.036695959,0.699604743,0.007194245,0
3.12088E-4,0.753096324,0.040559557,0.695652174,0.007194245,0
3.48335E-4,0.82054781,0.04516238,0.687747036,0.007194245,0
4.37905E-4,0.906096126,0.056441908,0.679841897,0.007194245,0
5.12093E-4,1.004418116,0.06568343,0.671936759,0.007194245,0
5.77576E-4,1.113861603,0.073765332,0.664031621,0.007194245,0
6.71256E-4,1.240468831,0.085205976,0.656126482,0.007194245,0
6.74552E-4,1.307924076,0.085605914,0.652173913,0.007194245,0
7.3282E-4,1.452880741,0.092647279,0.644268775,0.007194245,0
7.87678E-4,1.531648506,0.099227077,0.640316206,0.007194245,0
1.00452E-3,1.804951048,0.124771994,0.628458498,0.007194245,0
1.07277E-3,2.018802001,0.132661078,0.62055336,0.007194245,0
1.13587E-3,2.354191651,0.139892153,0.608695652,0.007194245,0
1.26489E-3,2.602597392,0.154489513,0.600790514,0.007194245,0
1.33735E-3,2.863052765,0.162578507,0.592885375,0.007194245,0
1.47496E-3,3.010548348,0.177728012,0.588932806,0.007194245,0
1.64604E-3,3.330542749,0.196181771,0.581027668,0.007194245,0
1.74244E-3,3.504786329,0.206396189,0.577075099,0.007194245,0
1.80117E-3,3.859319414,0.212555673,0.56916996,0.007194245,0
1.8151E-3,4.040829059,0.21400975,0.565217391,0.007194245,0
1.89241E-3,4.412678816,0.222030215,0.557312253,0.007194245,0
1.90847E-3,4.603526276,0.22368699,0.553359684,0.007194245,0
1.91672E-3,4.795198289,0.224535768,0.549407115,0.007194245,0
2.09923E-3,5.207937354,0.24308672,0.541501976,0.007194245,0
2.10386E-3,5.418323664,0.243552305,0.537549407,0.007194245,0
2.19807E-3,5.638130487,0.25294778,0.533596838,0.007194245,0
2.36025E-3,5.874155873,0.268850656,0.529644269,0.014388489,0
