x,y,species cloglog values
1.0,1.0,0.19287348
2.0,2.0,0.014016471
3.0,3.0,0.09740585
4.0,4.0,0.06124426
5.0,5.0,0.047819905
6.0,6.0,0.3674058
7.0,7.0,0.16710624
8.0,8.0,0.20638932
9.0,9.0,0.012050642
10.0,10.0,0.29786572
11.0,11.0,0.6975097
12.0,12.0,0.16329674
13.0,13.0,0.0416725
14.0,14.0,0.55531883
15.0,15.0,0.015133695
16.0,16.0,0.4832784
17.0,17.0,0.1219343
18.0,18.0,0.46169806
19.0,19.0,0.02796924
20.0,20.0,0.0144995
21.0,21.0,0.23268697
22.0,22.0,0.10826055
23.0,23.0,0.4437928
24.0,24.0,0.13539709
25.0,25.0,0.04762972
