x,y,species cloglog values
1.0,1.0,0.06566295
2.0,2.0,0.23140556
3.0,3.0,0.029952265
4.0,4.0,0.006273267
5.0,5.0,0.011926553
6.0,6.0,0.06352995
7.0,7.0,0.47684115
8.0,8.0,0.2733691
9.0,9.0,0.21084708
10.0,10.0,0.10709164
11.0,11.0,0.011297146
12.0,12.0,0.17317185
13.0,13.0,0.13263954
14.0,14.0,0.06994954
15.0,15.0,0.13422169
16.0,16.0,0.060018014
17.0,17.0,0.004610427
18.0,18.0,0.0048807804
19.0,19.0,0.11209884
20.0,20.0,0.13442342
21.0,21.0,0.38647518
22.0,22.0,0.030769017
23.0,23.0,0.60314715
24.0,24.0,0.6770954
25.0,25.0,0.24292235
