Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.75461E-4,0.027546098,0.010520223,1,0,0
4.85197E-4,0.076065774,0.018456036,0.98,0,0
5.55566E-4,0.131622359,0.02110432,0.96,0,0
7.64704E-4,0.208092807,0.028932982,0.94,0,0
9.38182E-4,0.301910973,0.035379207,0.92,0,0
1.09428E-3,0.411339073,0.041143106,0.9,0,0
1.97102E-3,0.608440989,0.072882172,0.88,0,0
2.0935E-3,0.817791269,0.077231795,0.86,0,0
2.9661E-3,1.114400895,0.107634301,0.84,0,0
4.38086E-3,1.552487016,0.154812887,0.82,0,0
7.06871E-3,2.259358495,0.23768372,0.8,0,0
7.15118E-3,2.974476568,0.240093524,0.78,0,0
7.15324E-3,3.689800913,0.240153703,0.76,0,0
8.38795E-3,4.528595524,0.275333584,0.74,0,0
8.44661E-3,5.373256101,0.276963811,0.72,0,0
1.06306E-2,6.436311603,0.335118056,0.7,0,0
1.17697E-2,7.613279566,0.363570055,0.68,0,0
1.45095E-2,9.064234357,0.427117399,0.66,0,0
1.50984E-2,10.574072669,0.439923556,0.64,0,0
1.68654E-2,12.260610223,0.476659661,0.62,0,0
1.6921E-2,13.952708806,0.477775843,0.6,0.04,0
1.91112E-2,15.863826791,0.519893777,0.58,0.04,0
1.96972E-2,17.833547597,0.530575434,0.56,0.04,0
2.00416E-2,19.837705794,0.536741207,0.54,0.04,0
2.02506E-2,21.86276166,0.540443236,0.52,0.04,0
2.09961E-2,23.962376473,0.553411955,0.5,0.04,0
2.1782E-2,26.1405799,0.566685612,0.48,0.08,0
2.1805E-2,28.321077104,0.567067048,0.46,0.12,0
2.18071E-2,30.501783797,0.567101868,0.44,0.16,0
2.23142E-2,32.733200536,0.575448634,0.42,0.2,0
2.39233E-2,35.1255258,0.600883102,0.4,0.24,0
2.59473E-2,37.720257672,0.630724465,0.38,0.28,0
2.80775E-2,40.528005894,0.659723567,0.36,0.32,0
2.87616E-2,43.404164048,0.668544601,0.34,0.36,0
2.93458E-2,46.338746166,0.675896741,0.32,0.4,0
3.09988E-2,49.438626707,0.695826558,0.3,0.44,0
3.38658E-2,52.825208841,0.727531537,0.28,0.48,0
3.39164E-2,56.216851895,0.728060449,0.26,0.52,0
3.41365E-2,59.630499059,0.730348166,0.24,0.52,0
3.43255E-2,63.063045975,0.73229776,0.22,0.56,0
3.44403E-2,66.50708081,0.733475896,0.2,0.6,0
3.58368E-2,70.090764244,0.747389571,0.18,0.64,0
3.61435E-2,73.70511684,0.750346617,0.16,0.68,0
3.63889E-2,77.344002189,0.752687068,0.14,0.72,0
3.65005E-2,80.994053484,0.753745032,0.12,0.76,0
3.71613E-2,84.710186867,0.759914255,0.1,0.8,0
3.75284E-2,88.463031147,0.763274444,0.08,0.84,0
3.76023E-2,92.223259279,0.763944594,0.06,0.88,0
3.82141E-2,96.044672904,0.769425227,0.04,0.92,0
3.95533E-2,100,0.780980462,0.02,0.96,0
