x,y,species cloglog values
1.0,1.0,0.31057832
2.0,2.0,0.04300115
3.0,3.0,0.29045087
4.0,4.0,0.07964031
5.0,5.0,0.09688353
6.0,6.0,0.740224
7.0,7.0,0.09220476
8.0,8.0,0.43385744
9.0,9.0,0.22231454
10.0,10.0,0.10615825
11.0,11.0,0.7740473
12.0,12.0,0.23251297
13.0,13.0,0.15958883
14.0,14.0,0.09857734
15.0,15.0,0.221807
16.0,16.0,0.39507443
17.0,17.0,0.050812006
18.0,18.0,0.6209669
19.0,19.0,0.10583866
20.0,20.0,0.049153786
21.0,21.0,0.22203769
22.0,22.0,0.27657086
23.0,23.0,0.05878881
24.0,24.0,0.13471887
25.0,25.0,0.63606
