x,y,species cloglog values
1.0,1.0,0.14904797
2.0,2.0,0.08184441
3.0,3.0,0.6916831
4.0,4.0,0.20663665
5.0,5.0,0.07636797
6.0,6.0,0.33541894
7.0,7.0,0.62497354
8.0,8.0,0.57235473
9.0,9.0,0.01482052
10.0,10.0,0.010368578
11.0,11.0,0.6810163
12.0,12.0,0.3071929
13.0,13.0,0.0058984756
14.0,14.0,0.004379847
15.0,15.0,0.16268614
16.0,16.0,0.17928405
17.0,17.0,0.19258748
18.0,18.0,0.34397283
19.0,19.0,0.0039390395
20.0,20.0,0.22114919
21.0,21.0,0.037013546
22.0,22.0,0.068696246
23.0,23.0,0.14783995
24.0,24.0,0.0062732426
25.0,25.0,0.52219033
26.0,26.0,0.01256109
27.0,27.0,0.14083855
28.0,28.0,0.13949358
29.0,29.0,0.18634737
30.0,30.0,0.58040214
31.0,31.0,0.0042810705
32.0,32.0,0.19572742
33.0,33.0,0.009013042
34.0,34.0,0.02156148
35.0,35.0,0.24004926
36.0,36.0,0.046075042
37.0,37.0,0.2576676
38.0,38.0,0.080521464
39.0,39.0,0.15402299
40.0,40.0,0.19246806
41.0,41.0,0.061352707
42.0,42.0,0.22441815
43.0,43.0,0.22206824
44.0,44.0,0.57759166
45.0,45.0,0.19618212
46.0,46.0,0.14592889
47.0,47.0,0.15443347
48.0,48.0,0.30715856
49.0,49.0,0.054247443
50.0,50.0,0.03751579
