Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.35808E-3,0.235808239,0.091200741,1,0,0
2.44542E-3,0.480350331,0.094413994,0.98,0,0
2.50723E-3,0.731073645,0.096681245,0.96,0,0
2.58592E-3,0.989665824,0.099559308,0.94,0,0
3.46154E-3,1.335820179,0.13097332,0.92,0,0
4.62566E-3,1.798386062,0.171046868,0.9,0,0
5.17616E-3,2.31600213,0.1893485,0.88,0,0
5.30913E-3,2.846915102,0.193708176,0.86,0,0
5.88841E-3,3.435756128,0.212429208,0.84,0,0
6.39364E-3,4.075120015,0.228401817,0.82,0,0
6.5285E-3,4.72796994,0.232610328,0.8,0,0
7.44968E-3,5.472937621,0.260749564,0.78,0,0
8.5995E-3,6.332887392,0.29442982,0.76,0,0
9.08719E-3,7.241606011,0.308247495,0.74,0.04,0
9.49405E-3,8.191010732,0.319567816,0.72,0.04,0
1.13998E-2,9.330986298,0.370174403,0.7,0.04,0
1.28997E-2,10.620956215,0.407344451,0.68,0.04,0
1.5076E-2,12.128558042,0.45741017,0.66,0.04,0
1.53645E-2,13.665012761,0.463722105,0.64,0.04,0
1.62688E-2,15.291894944,0.483032502,0.62,0.04,0
1.63101E-2,16.922906218,0.483897457,0.6,0.04,0
1.73145E-2,18.654351836,0.504496339,0.58,0.04,0
1.73934E-2,20.393690259,0.506079858,0.56,0.04,0
1.8522E-2,22.245886876,0.528176639,0.54,0.04,0
1.85383E-2,24.099717276,0.528489153,0.52,0.08,0
1.86458E-2,25.964299513,0.530540636,0.5,0.12,0
1.8986E-2,27.862903825,0.536973526,0.48,0.16,0
1.92522E-2,29.788122578,0.54194427,0.46,0.16,0
1.92522E-2,31.713341331,0.54194427,0.42,0.16,0
2.01428E-2,33.727619097,0.558192906,0.42,0.24,0
2.28432E-2,36.011937618,0.604021686,0.4,0.24,0
2.3289E-2,38.340834632,0.611116106,0.38,0.28,0
2.37577E-2,40.716607249,0.618439043,0.36,0.32,0
2.6515E-2,43.368110539,0.658806693,0.34,0.36,0
2.79953E-2,46.167639635,0.678686285,0.32,0.4,0
2.90681E-2,49.074445364,0.692365509,0.3,0.44,0
3.09385E-2,52.168295446,0.714838039,0.28,0.48,0
3.11514E-2,55.283434314,0.717289409,0.26,0.52,0
3.21892E-2,58.502357583,0.728941573,0.24,0.56,0
3.26757E-2,61.769927421,0.734236721,0.22,0.6,0
3.35575E-2,65.125678866,0.743572929,0.2,0.64,0
3.42999E-2,68.555670818,0.75117835,0.18,0.68,0
3.55681E-2,72.112485164,0.763652287,0.16,0.68,0
3.66723E-2,75.779713246,0.774001977,0.14,0.72,0
3.68094E-2,79.460654881,0.77525537,0.12,0.76,0
3.94484E-2,83.40549838,0.798066087,0.1,0.8,0
4.07736E-2,87.48285844,0.808631872,0.08,0.84,0
4.08171E-2,91.564567839,0.808969121,0.06,0.88,0
4.19004E-2,95.754609381,0.817180114,0.04,0.92,0
4.24539E-2,100,0.821238082,0.02,0.96,0
