X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.036656863448082465,72.89967585244622,0.7434178790930928
2.0,2.0,train,0.035512635600001466,69.23422064115613,0.7322884375713019
3.0,3.0,train,0.009648966295957134,8.467980268854806,0.30097258865427046
4.0,4.0,train,0.027705919051771,28.49956580597447,0.6423298946720374
5.0,5.0,train,0.03776721130591783,84.18738253489317,0.7537752680635614
6.0,6.0,train,0.03939497807899224,95.97105455913722,0.7682081995036023
7.0,7.0,train,0.03935825856874208,88.12307793853391,0.7678921374571038
8.0,8.0,train,0.034229849917629236,62.227486554613726,0.7192363313034924
9.0,9.0,train,0.0377371809251533,80.41043676187958,0.7535007215091534
10.0,10.0,train,0.025569841460582627,23.16701419508961,0.6128240747293996
11.0,11.0,train,0.02563188795591084,25.727994576029097,0.6137145199135601
12.0,12.0,train,0.029646412601292277,42.91305321739258,0.667180292488627
13.0,13.0,train,0.029359332112638782,39.94869353332705,0.6636157025361398
14.0,14.0,train,0.03290512680516432,55.5046753813594,0.7050892759152917
15.0,15.0,train,0.031233909793091392,49.07789601703736,0.6862206004660936
16.0,16.0,train,0.028926341369530286,37.01270922587505,0.6581670441535559
17.0,17.0,train,0.03939218384708976,92.06052182254,0.7681841633757276
18.0,18.0,train,0.030412505572354927,45.954274938998196,0.676508824634497
19.0,19.0,train,0.03455880829048003,65.68287390677064,0.722642884889849
20.0,20.0,train,0.028391266926366728,34.11963142212414,0.651311712645752
21.0,21.0,train,0.03998103382722595,100.0,0.7731947991436666
22.0,22.0,train,0.019890839400756352,13.193896249685192,0.5219944502543961
23.0,23.0,train,0.02503063785941466,20.608498292207454,0.6049988857358689
24.0,24.0,train,0.027815842890763224,31.280879485937007,0.6437859253344973
25.0,25.0,train,0.024751716054466005,18.105399055164778,0.6008891698810261
