x,y,species cloglog values
1.0,1.0,0.24368604
2.0,2.0,0.08893341
3.0,3.0,0.20647088
4.0,4.0,0.08379001
5.0,5.0,0.016706709
6.0,6.0,0.6400096
7.0,7.0,0.02872578
8.0,8.0,0.29432604
9.0,9.0,0.33970475
10.0,10.0,0.2443801
11.0,11.0,0.030066006
12.0,12.0,0.27015352
13.0,13.0,0.2640616
14.0,14.0,0.21766175
15.0,15.0,0.060081024
16.0,16.0,0.11718138
17.0,17.0,0.09488205
18.0,18.0,0.055276833
19.0,19.0,0.5520405
20.0,20.0,0.3349876
21.0,21.0,0.21613544
22.0,22.0,0.06024092
23.0,23.0,0.39351264
24.0,24.0,0.04178871
25.0,25.0,0.2638828
26.0,26.0,0.5092748
27.0,27.0,0.07365267
28.0,28.0,0.06469627
29.0,29.0,0.27562225
30.0,30.0,0.13679494
31.0,31.0,0.070399895
32.0,32.0,0.016372813
