x,y,species cloglog values
1.0,1.0,0.023945004
2.0,2.0,0.09192207
3.0,3.0,6.681891E-6
4.0,4.0,0.13873117
5.0,5.0,0.00172338
6.0,6.0,3.2666718E-4
7.0,7.0,0.344086
8.0,8.0,0.10798024
9.0,9.0,0.06922457
10.0,10.0,0.42575446
11.0,11.0,4.636153E-4
12.0,12.0,2.6196387E-5
13.0,13.0,6.470592E-4
14.0,14.0,0.13080584
15.0,15.0,0.007336867
16.0,16.0,0.18154708
17.0,17.0,4.9148296E-4
18.0,18.0,4.4632132E-5
19.0,19.0,2.61223E-4
20.0,20.0,0.007828707
21.0,21.0,0.16311274
22.0,22.0,0.013757537
23.0,23.0,9.28592E-6
24.0,24.0,0.20128682
25.0,25.0,9.534233E-6
26.0,26.0,0.37128368
27.0,27.0,6.429349E-5
28.0,28.0,0.013369455
29.0,29.0,1.6265865E-5
30.0,30.0,0.3321929
31.0,31.0,2.936444E-4
32.0,32.0,0.04567718
33.0,33.0,0.7276952
34.0,34.0,0.16303815
35.0,35.0,0.041557994
36.0,36.0,0.071108796
37.0,37.0,0.4632882
38.0,38.0,5.66693E-4
39.0,39.0,0.032531198
40.0,40.0,8.620132E-4
41.0,41.0,3.277354E-4
42.0,42.0,0.0022710864
43.0,43.0,0.0010179451
44.0,44.0,0.6670194
45.0,45.0,9.377394E-4
46.0,46.0,0.014445842
47.0,47.0,0.26711324
48.0,48.0,0.061142314
49.0,49.0,0.25319484
50.0,50.0,0.00278018
51.0,51.0,0.63664275
52.0,52.0,0.014571886
53.0,53.0,0.035719942
54.0,54.0,0.56858724
55.0,55.0,6.541502E-5
56.0,56.0,0.5559428
57.0,57.0,0.11044444
58.0,58.0,0.019830719
59.0,59.0,0.08441425
60.0,60.0,0.0058428203
61.0,61.0,8.095112E-5
62.0,62.0,1.518271E-4
63.0,63.0,0.028749641
64.0,64.0,9.988328E-4
65.0,65.0,0.46143907
66.0,66.0,0.062394492
67.0,67.0,0.07608395
68.0,68.0,0.12658957
69.0,69.0,0.015322434
70.0,70.0,4.7370692E-4
71.0,71.0,0.040009003
72.0,72.0,0.33041382
73.0,73.0,0.008437452
74.0,74.0,0.010191791
75.0,75.0,8.136312E-4
76.0,76.0,6.4826576E-4
77.0,77.0,0.26872152
78.0,78.0,0.0121627385
79.0,79.0,0.019590642
80.0,80.0,0.2152775
81.0,81.0,0.032546695
82.0,82.0,1.6455128E-4
83.0,83.0,0.08117691
84.0,84.0,0.03378768
85.0,85.0,0.0065567796
86.0,86.0,4.5968354E-5
87.0,87.0,0.5741751
88.0,88.0,3.8982212E-4
89.0,89.0,0.024913304
90.0,90.0,0.11431101
91.0,91.0,8.3194394E-4
92.0,92.0,0.016315572
93.0,93.0,0.0059551173
94.0,94.0,0.55361
95.0,95.0,0.003173709
96.0,96.0,0.0018888321
97.0,97.0,5.0148723E-4
98.0,98.0,0.0015035486
99.0,99.0,0.7663218
100.0,100.0,0.0033317339
101.0,101.0,0.0057646637
102.0,102.0,2.3118502E-5
103.0,103.0,1.4065001E-4
104.0,104.0,0.0135657955
105.0,105.0,0.011220891
106.0,106.0,0.0012398312
107.0,107.0,0.23772958
108.0,108.0,0.06840593
109.0,109.0,3.619802E-4
110.0,110.0,0.12244563
111.0,111.0,0.185733
112.0,112.0,0.56536776
113.0,113.0,1.0971582E-4
114.0,114.0,0.01774742
115.0,115.0,0.13304916
116.0,116.0,0.064412266
117.0,117.0,7.748794E-4
118.0,118.0,0.038694363
119.0,119.0,0.030314585
120.0,120.0,6.2304304E-4
121.0,121.0,0.15994368
122.0,122.0,0.016627716
123.0,123.0,0.055284094
124.0,124.0,0.00424302
125.0,125.0,0.3273907
126.0,126.0,0.0846107
127.0,127.0,0.3808034
128.0,128.0,0.045207385
129.0,129.0,0.0066340454
130.0,130.0,6.6834878E-6
131.0,131.0,4.3837342E-4
132.0,132.0,0.30530313
133.0,133.0,0.9981327
134.0,134.0,0.066373765
135.0,135.0,0.009238614
136.0,136.0,0.28991184
137.0,137.0,0.0103924535
138.0,138.0,0.30788618
139.0,139.0,0.16108596
140.0,140.0,7.2714273E-4
141.0,141.0,0.5765688
142.0,142.0,0.0027285481
143.0,143.0,3.080606E-5
144.0,144.0,0.045094922
145.0,145.0,0.0062414273
146.0,146.0,0.0021588823
147.0,147.0,0.057790693
148.0,148.0,0.026159614
