x,y,species cloglog values
1.0,1.0,0.44505864
2.0,2.0,0.0063904105
3.0,3.0,0.6579462
4.0,4.0,0.007342229
5.0,5.0,0.0015113875
6.0,6.0,2.8462146E-4
7.0,7.0,0.3075071
8.0,8.0,6.139827E-6
9.0,9.0,0.005698938
10.0,10.0,0.041203078
11.0,11.0,1.7679179E-4
12.0,12.0,8.511956E-4
13.0,13.0,8.08132E-6
14.0,14.0,0.07456236
15.0,15.0,0.13683139
16.0,16.0,2.0192665E-6
17.0,17.0,7.638689E-4
18.0,18.0,0.01283627
19.0,19.0,0.04895068
20.0,20.0,1.0491554E-4
21.0,21.0,0.0049290406
22.0,22.0,0.74324477
23.0,23.0,0.616793
24.0,24.0,0.28128293
25.0,25.0,0.031235622
26.0,26.0,2.3276014E-6
27.0,27.0,5.4427946E-6
28.0,28.0,1.17774306E-7
29.0,29.0,0.02013706
30.0,30.0,1.0606542E-7
31.0,31.0,3.0145698E-4
32.0,32.0,0.1287645
33.0,33.0,1.6884203E-4
34.0,34.0,0.0036802024
35.0,35.0,0.011971976
36.0,36.0,0.40860647
37.0,37.0,0.080859125
38.0,38.0,0.05949022
39.0,39.0,0.91644776
40.0,40.0,0.46054667
41.0,41.0,0.010913781
42.0,42.0,0.076804034
43.0,43.0,0.0024748044
44.0,44.0,5.008227E-5
45.0,45.0,0.7813088
46.0,46.0,3.325788E-5
47.0,47.0,1.11079746E-4
48.0,48.0,2.2946585E-4
49.0,49.0,0.009455914
50.0,50.0,2.4825472E-6
51.0,51.0,0.008598542
52.0,52.0,0.002175089
53.0,53.0,0.002005309
54.0,54.0,0.0075870785
55.0,55.0,0.08460697
56.0,56.0,0.0060076523
57.0,57.0,0.24317096
58.0,58.0,0.22863837
59.0,59.0,0.40122736
60.0,60.0,1.0221338E-6
61.0,61.0,1.16666735E-4
62.0,62.0,0.02295991
63.0,63.0,0.21362649
64.0,64.0,0.0016979225
65.0,65.0,0.44829822
66.0,66.0,0.17434844
67.0,67.0,5.416555E-4
68.0,68.0,8.9359324E-5
69.0,69.0,0.036190152
70.0,70.0,0.14179029
71.0,71.0,1.5916544E-7
72.0,72.0,3.9242444E-4
73.0,73.0,0.35810408
74.0,74.0,0.25998095
75.0,75.0,5.1525072E-5
76.0,76.0,0.0018632873
77.0,77.0,0.006274781
78.0,78.0,0.003939912
79.0,79.0,0.002053375
80.0,80.0,4.048338E-5
81.0,81.0,0.48605824
82.0,82.0,0.23294434
83.0,83.0,0.023064874
84.0,84.0,0.0057475767
85.0,85.0,0.0045377333
86.0,86.0,0.075808816
87.0,87.0,0.36823946
88.0,88.0,0.8033607
89.0,89.0,2.4325476E-7
90.0,90.0,0.5109203
91.0,91.0,0.0028597345
92.0,92.0,3.7934928E-4
93.0,93.0,0.094537266
94.0,94.0,0.0029575743
95.0,95.0,2.4847637E-7
96.0,96.0,0.15890764
97.0,97.0,0.0011474909
98.0,98.0,0.0010688609
99.0,99.0,0.004308412
100.0,100.0,0.0015153048
101.0,101.0,0.13037759
102.0,102.0,0.04230523
103.0,103.0,0.41605383
104.0,104.0,0.05290793
105.0,105.0,5.392491E-8
106.0,106.0,0.15059526
107.0,107.0,7.983658E-5
108.0,108.0,0.0038726581
109.0,109.0,0.0036607864
110.0,110.0,0.023799427
111.0,111.0,0.0010953846
112.0,112.0,0.016185002
113.0,113.0,2.3898348E-4
114.0,114.0,1.711445E-5
115.0,115.0,1.4066104E-4
116.0,116.0,0.0021426945
117.0,117.0,0.005024275
118.0,118.0,0.056456465
119.0,119.0,0.031346086
120.0,120.0,0.012063963
121.0,121.0,0.35138902
122.0,122.0,1.5620056E-4
123.0,123.0,0.010295789
124.0,124.0,0.4894345
125.0,125.0,0.48638856
126.0,126.0,0.012713961
127.0,127.0,2.4685956E-4
128.0,128.0,6.050997E-7
129.0,129.0,0.2014289
130.0,130.0,0.0212188
131.0,131.0,0.55210644
132.0,132.0,4.7303485E-7
133.0,133.0,0.99690336
134.0,134.0,0.034586973
135.0,135.0,1.4997805E-4
136.0,136.0,7.816827E-6
137.0,137.0,0.24359271
138.0,138.0,0.047015652
139.0,139.0,0.5552178
140.0,140.0,0.003677662
141.0,141.0,1.2445186E-5
142.0,142.0,0.015563761
143.0,143.0,0.33739477
144.0,144.0,1.5394899E-4
145.0,145.0,2.5286892E-4
146.0,146.0,0.04431387
147.0,147.0,0.55892813
148.0,148.0,3.278602E-7
