x,y,species cloglog values
1.0,1.0,0.17295584
2.0,2.0,0.26329806
3.0,3.0,0.0915963
4.0,4.0,0.07950101
5.0,5.0,0.18366298
6.0,6.0,0.631118
7.0,7.0,0.33399868
8.0,8.0,0.070632234
9.0,9.0,0.03475721
10.0,10.0,0.4646007
11.0,11.0,0.04842618
12.0,12.0,0.19261764
13.0,13.0,0.41271073
14.0,14.0,0.02963869
15.0,15.0,0.72212464
16.0,16.0,0.74237263
17.0,17.0,0.73478556
18.0,18.0,0.055695556
19.0,19.0,0.09191332
20.0,20.0,0.048084233
21.0,21.0,0.34801862
22.0,22.0,0.2659116
23.0,23.0,0.15027726
24.0,24.0,0.52819425
25.0,25.0,0.3026227
