x,y,species cloglog values
1.0,1.0,0.29532996
2.0,2.0,0.0025031127
3.0,3.0,3.2450425E-4
4.0,4.0,0.38959113
5.0,5.0,0.21838005
6.0,6.0,0.0040836474
7.0,7.0,0.036061127
8.0,8.0,0.22430259
9.0,9.0,1.7228087E-5
10.0,10.0,7.720322E-7
11.0,11.0,0.31291655
12.0,12.0,0.49654025
13.0,13.0,0.15248199
14.0,14.0,0.020747907
15.0,15.0,0.741677
16.0,16.0,2.0215173E-4
17.0,17.0,0.0031270287
18.0,18.0,6.6642433E-6
19.0,19.0,5.269666E-4
20.0,20.0,0.018361865
21.0,21.0,0.0026192851
22.0,22.0,0.10237855
23.0,23.0,0.010514404
24.0,24.0,0.005204772
25.0,25.0,0.5874579
26.0,26.0,3.192866E-6
27.0,27.0,2.7469008E-7
28.0,28.0,0.98713535
29.0,29.0,3.0043488E-4
30.0,30.0,0.35308412
31.0,31.0,8.287843E-6
32.0,32.0,4.773943E-6
33.0,33.0,0.0359633
34.0,34.0,0.016550802
35.0,35.0,7.1917666E-6
36.0,36.0,0.3424911
37.0,37.0,1.4682894E-4
38.0,38.0,0.058676634
39.0,39.0,1.9726303E-6
40.0,40.0,0.20851614
41.0,41.0,2.991896E-4
42.0,42.0,0.0017403499
43.0,43.0,0.1808535
44.0,44.0,0.002788652
45.0,45.0,0.0012060419
46.0,46.0,1.4832564E-5
47.0,47.0,0.0142092975
48.0,48.0,4.0061137E-4
49.0,49.0,0.012763563
50.0,50.0,0.1616512
51.0,51.0,0.058106836
52.0,52.0,6.666186E-5
53.0,53.0,2.8574666E-5
54.0,54.0,6.949384E-5
55.0,55.0,0.11920924
56.0,56.0,0.016459344
57.0,57.0,8.2256383E-4
58.0,58.0,0.46501926
59.0,59.0,6.0079084E-4
60.0,60.0,3.8404113E-7
61.0,61.0,0.016981296
62.0,62.0,0.012602489
63.0,63.0,6.3668145E-4
64.0,64.0,4.7009675E-5
65.0,65.0,0.3413537
66.0,66.0,0.22636096
67.0,67.0,1.6092596E-5
68.0,68.0,0.01393763
69.0,69.0,0.16261137
70.0,70.0,8.797893E-4
71.0,71.0,0.0024108472
72.0,72.0,7.933278E-7
73.0,73.0,2.0030054E-6
74.0,74.0,0.043142136
75.0,75.0,1.8092584E-6
76.0,76.0,0.06035857
77.0,77.0,2.5568326E-5
78.0,78.0,2.307261E-6
79.0,79.0,0.0015056421
80.0,80.0,0.1386316
81.0,81.0,4.9034425E-4
82.0,82.0,9.565595E-7
83.0,83.0,0.094267204
84.0,84.0,7.225668E-6
85.0,85.0,0.1083558
86.0,86.0,1.8603033E-4
87.0,87.0,7.4731524E-4
88.0,88.0,0.088514276
89.0,89.0,6.807811E-5
90.0,90.0,0.07958479
91.0,91.0,0.19380271
92.0,92.0,0.14821985
93.0,93.0,0.010763574
94.0,94.0,0.04558337
95.0,95.0,8.259909E-6
96.0,96.0,0.09973371
97.0,97.0,7.1550865E-8
98.0,98.0,2.2373904E-7
99.0,99.0,0.43472672
100.0,100.0,0.12651601
101.0,101.0,0.5978449
102.0,102.0,2.5080345E-4
103.0,103.0,0.0063542197
104.0,104.0,0.0058710007
105.0,105.0,4.4246123E-4
106.0,106.0,1.7003098E-4
107.0,107.0,0.0017964665
108.0,108.0,2.111447E-6
109.0,109.0,9.632366E-7
110.0,110.0,0.002132574
111.0,111.0,0.031563893
112.0,112.0,0.080683894
113.0,113.0,0.39829096
114.0,114.0,0.0018120223
115.0,115.0,0.9335491
116.0,116.0,5.695612E-7
117.0,117.0,6.9339253E-4
118.0,118.0,3.026742E-7
119.0,119.0,0.004687114
120.0,120.0,2.5501373E-7
121.0,121.0,0.26404262
122.0,122.0,1.5086799E-4
123.0,123.0,1.07372914E-4
124.0,124.0,5.2792802E-6
125.0,125.0,0.0010014483
126.0,126.0,0.0062892223
127.0,127.0,0.38765845
128.0,128.0,0.009306741
129.0,129.0,1.09931325E-5
130.0,130.0,0.22547628
131.0,131.0,0.001173301
132.0,132.0,0.00606008
133.0,133.0,0.05349021
134.0,134.0,0.016733395
135.0,135.0,0.0012865177
136.0,136.0,0.13064039
137.0,137.0,0.0015380883
138.0,138.0,0.0056346175
139.0,139.0,4.552505E-4
140.0,140.0,2.5094641E-6
141.0,141.0,0.21977636
142.0,142.0,0.01646503
143.0,143.0,0.6728213
144.0,144.0,0.5690896
145.0,145.0,7.393655E-4
146.0,146.0,9.9383644E-5
147.0,147.0,0.6932377
148.0,148.0,0.08536197
