Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.56476E-4,0.025647638,0.009248708,1,0,0
1.15788E-3,0.1414355,0.041080502,0.98,0,0
1.48464E-3,0.289899524,0.052365329,0.96,0,0
1.9137E-3,0.481270002,0.066981793,0.94,0,0
2.41245E-3,0.722514796,0.083688822,0.92,0,0
2.86263E-3,1.008777459,0.098511989,0.9,0,0
3.27924E-3,1.336701432,0.112016204,0.88,0,0
3.28283E-3,1.664984835,0.112131826,0.86,0,0
3.30529E-3,1.99551387,0.112853864,0.84,0,0
3.44484E-3,2.339997958,0.11732769,0.82,0,0
4.0367E-3,2.74366758,0.136052487,0.8,0,0
4.06529E-3,3.150196154,0.136946861,0.78,0,0
4.508E-3,3.600996235,0.150678851,0.76,0,0
5.09139E-3,4.110135355,0.168441168,0.74,0,0
5.5184E-3,4.661975068,0.181206196,0.72,0,0
5.81181E-3,5.243156139,0.189863813,0.7,0,0
6.57851E-3,5.901007338,0.212056833,0.68,0,0
7.82557E-3,6.683564486,0.246863167,0.66,0,0
9.32147E-3,7.615711055,0.286592351,0.64,0,0
9.33179E-3,8.548890514,0.286859258,0.62,0,0
9.37302E-3,9.486192908,0.287923664,0.6,0,0
1.26752E-2,10.753713683,0.36821313,0.58,0,0
1.2717E-2,12.025411102,0.369168385,0.56,0.04,0
1.493E-2,13.518414024,0.41777125,0.54,0.08,0
1.75828E-2,15.27669534,0.471122332,0.52,0.12,0
1.85768E-2,17.134377038,0.489829016,0.5,0.12,0
2.0174E-2,19.151778095,0.518511629,0.48,0.12,0
2.43455E-2,21.586332946,0.586046474,0.46,0.16,0
2.79487E-2,24.381198292,0.636703686,0.44,0.2,0
2.94753E-2,27.32872472,0.656250896,0.42,0.24,0
2.95301E-2,30.28173579,0.656933247,0.4,0.28,0
2.97798E-2,33.259713234,0.660022272,0.38,0.32,0
3.12852E-2,36.388236051,0.678068159,0.36,0.32,0
3.21733E-2,39.605561548,0.688260466,0.34,0.36,0
3.26803E-2,42.873594542,0.693935008,0.32,0.4,0
3.33433E-2,46.207921128,0.701198245,0.3,0.44,0
3.35079E-2,49.558706986,0.70297468,0.28,0.44,0
3.35664E-2,52.915345684,0.703603823,0.26,0.48,0
3.47015E-2,56.385492194,0.715545056,0.24,0.52,0
3.47523E-2,59.860725014,0.716068736,0.22,0.56,0
3.54247E-2,63.403196078,0.722901565,0.2,0.6,0
3.63691E-2,67.040105894,0.732221779,0.18,0.64,0
3.63819E-2,70.678300059,0.732346347,0.16,0.68,0
3.64377E-2,74.322066572,0.732886135,0.14,0.72,0
3.77112E-2,78.093182318,0.74492991,0.12,0.76,0
4.22843E-2,82.321607754,0.783873876,0.1,0.8,0
4.24786E-2,86.569465424,0.78539006,0.08,0.84,0
4.37447E-2,90.943937399,0.795011938,0.06,0.88,0
4.50105E-2,95.444985163,0.804199694,0.04,0.92,0
4.55501E-2,100,0.807990691,0.02,0.96,0
