x,y,species cloglog values
1.0,1.0,0.24686341
2.0,2.0,0.052365314
3.0,3.0,0.28685898
4.0,4.0,0.16844116
5.0,5.0,0.181206
6.0,6.0,0.11213183
7.0,7.0,0.009248703
8.0,8.0,0.041080467
9.0,9.0,0.11732759
10.0,10.0,0.15067886
11.0,11.0,0.28792346
12.0,12.0,0.098512046
13.0,13.0,0.1369469
14.0,14.0,0.08368887
15.0,15.0,0.66002226
16.0,16.0,0.11285396
17.0,17.0,0.13605252
18.0,18.0,0.06698183
19.0,19.0,0.4711227
20.0,20.0,0.7011983
21.0,21.0,0.18986376
22.0,22.0,0.11201627
23.0,23.0,0.28659207
24.0,24.0,0.48982942
25.0,25.0,0.21205705
