X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.00848513951202704,77.6907164847717,0.6901393250358088
2.0,2.0,train,0.005245058283512117,17.731132460403575,0.5153073989234264
3.0,3.0,train,0.0029410041841340918,5.7451660535624915,0.33375339662386394
4.0,4.0,train,0.0048692050253370395,16.200283434544144,0.48948863850712043
5.0,5.0,train,0.008410330234496144,72.63709609500968,0.68692196731665
6.0,6.0,train,0.003917447507063055,10.576823481148258,0.4177894973575442
7.0,7.0,train,0.005633592543016351,19.366489590722836,0.5406254624533635
8.0,8.0,train,0.06182086719545401,99.99999547041726,0.9998037768047731
9.0,9.0,train,3.1252880129283147E-4,0.6417072133148215,0.04223625192146252
10.0,10.0,train,0.008410330234496144,72.63709609500968,0.68692196731665
11.0,11.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
12.0,12.0,train,0.007166076732039832,44.635518845354405,0.6282358521819229
13.0,13.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
14.0,14.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
15.0,15.0,train,0.012146272381600503,93.81786742834593,0.8130966548647546
16.0,16.0,train,0.005892870240777502,19.95577159521027,0.556780708317753
17.0,17.0,train,0.003019796914854508,6.047117888014144,0.3409626987390676
18.0,18.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
19.0,19.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
20.0,20.0,train,0.006512326997771532,40.552794696737195,0.5931153425059481
21.0,21.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
22.0,22.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
23.0,23.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
24.0,24.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
25.0,25.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
26.0,26.0,train,0.005892870240777502,19.95577159521027,0.556780708317753
27.0,27.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
28.0,28.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
29.0,29.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
30.0,30.0,train,0.004342667988765627,13.872001668958724,0.4509895898276247
31.0,31.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
32.0,32.0,train,0.005245058283512117,17.731132460403575,0.5153073989234264
33.0,33.0,train,0.007166076732039832,44.635518845354405,0.6282358521819229
34.0,34.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
35.0,35.0,train,0.00848513951202704,77.6907164847717,0.6901393250358088
36.0,36.0,train,0.06182086719545401,99.99999547041726,0.9998037768047731
37.0,37.0,train,0.006512326997771532,40.552794696737195,0.5931153425059481
38.0,38.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
39.0,39.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
40.0,40.0,train,0.003917447507063055,10.576823481148258,0.4177894973575442
41.0,41.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
42.0,42.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
43.0,43.0,train,0.007166076732039832,44.635518845354405,0.6282358521819229
44.0,44.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
45.0,45.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
46.0,46.0,train,0.06182086719545401,99.99999547041726,0.9998037768047731
47.0,47.0,train,0.06182086719545401,99.99999547041726,0.9998037768047731
48.0,48.0,train,0.002084360449579097,4.460579052186593,0.2500956283675798
49.0,49.0,train,0.004125557718517223,12.570198942160971,0.4342817835262964
50.0,50.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
51.0,51.0,train,0.009963122275840985,90.44584249787641,0.7473406534913476
52.0,52.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
53.0,53.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
54.0,54.0,train,0.006786315803929977,42.56155960524577,0.6082212644614533
55.0,55.0,train,0.006512326997771532,40.552794696737195,0.5931153425059481
56.0,56.0,train,0.006786315803929977,42.56155960524577,0.6082212644614533
57.0,57.0,train,0.007810011968645231,66.21689474813373,0.6598642759104216
58.0,58.0,train,0.00848513951202704,77.6907164847717,0.6901393250358088
59.0,59.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
60.0,60.0,train,0.007970231822596681,71.79605071399023,0.6673065534972059
61.0,61.0,train,0.00848513951202704,77.6907164847717,0.6901393250358088
62.0,62.0,train,0.0037884895004593167,9.80623415612127,0.40732946168409
63.0,63.0,train,0.06182086719545401,99.99999547041726,0.9998037768047731
64.0,64.0,train,0.006471947642526232,22.426834704287455,0.5908403791117747
65.0,65.0,train,0.011345098888464225,92.60328431372464,0.7912331521353773
