Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.80068E-4,0.048006831,0.017953863,1,0,0
7.94396E-4,0.127446452,0.029534287,0.98,0,0
1.15051E-3,0.242497357,0.042489239,0.96,0,0
1.25011E-3,0.367508453,0.046081587,0.94,0,0
1.55826E-3,0.523334466,0.057110493,0.92,0,0
1.58824E-3,0.682158027,0.05817651,0.9,0,0
2.12377E-3,0.894534774,0.077019796,0.88,0,0
3.5374E-3,1.24827445,0.124968625,0.86,0,0
3.57676E-3,1.60595057,0.126267563,0.84,0,0
4.71258E-3,2.077208757,0.162927915,0.82,0,0
5.33324E-3,2.610532768,0.182306504,0.8,0,0
6.95678E-3,3.306210802,0.230902439,0.78,0,0
8.53113E-3,4.159323506,0.275266085,0.76,0,0
8.5786E-3,5.017183382,0.276563287,0.74,0,0
9.41623E-3,5.958806665,0.299074127,0.72,0.04,0
9.85417E-3,6.944223439,0.310563089,0.7,0.04,0
1.07591E-2,8.020128643,0.333709109,0.68,0.04,0
1.09404E-2,9.114165557,0.338252715,0.66,0.04,0
1.17315E-2,10.287314827,0.357717629,0.64,0.04,0
1.21356E-2,11.500873097,0.367437933,0.62,0.04,0
1.37816E-2,12.879033108,0.405535884,0.6,0.04,0
1.38747E-2,14.266505543,0.407621375,0.58,0.04,0
1.43449E-2,15.700993582,0.418039205,0.56,0.04,0
1.65739E-2,17.358381404,0.464990571,0.54,0.04,0
1.96574E-2,19.324118373,0.523761646,0.52,0.08,0
2.03106E-2,21.355178093,0.535358221,0.5,0.08,0
2.03885E-2,23.394029935,0.536722548,0.48,0.12,0
2.13318E-2,25.527210582,0.552924277,0.46,0.16,0
2.14528E-2,27.672488415,0.554960651,0.44,0.2,0
2.52183E-2,30.194321766,0.613915274,0.42,0.24,0
2.58559E-2,32.779908223,0.623093378,0.4,0.28,0
2.58854E-2,35.368446883,0.623513061,0.38,0.28,0
2.64657E-2,38.015018434,0.631668739,0.36,0.32,0
2.68612E-2,40.70114159,0.637125671,0.34,0.36,0
2.92772E-2,43.628863965,0.668747475,0.32,0.4,0
2.96269E-2,46.591551712,0.673089758,0.3,0.4,0
2.97856E-2,49.570109015,0.675041743,0.28,0.44,0
3.00227E-2,52.572374985,0.677936261,0.26,0.48,0
3.12883E-2,55.701206692,0.692957662,0.24,0.52,0
3.18483E-2,58.886032456,0.699377775,0.22,0.56,0
3.55769E-2,62.44372279,0.738837857,0.2,0.6,0
3.7205E-2,66.164220808,0.754400905,0.18,0.64,0
3.91044E-2,70.074659522,0.771389424,0.16,0.68,0
3.93071E-2,74.005371963,0.773131843,0.14,0.72,0
3.99149E-2,77.996860814,0.778276075,0.12,0.76,0
4.16887E-2,82.165730033,0.792632498,0.1,0.8,0
4.36352E-2,86.529253649,0.80731953,0.08,0.84,0
4.43262E-2,90.961872791,0.812278833,0.06,0.88,0
4.48431E-2,95.446186949,0.815905565,0.04,0.92,0
4.55381E-2,100,0.820671177,0.02,0.96,0
