x,y,species cloglog values
1.0,1.0,0.058824666
2.0,2.0,0.16118893
3.0,3.0,0.25532475
4.0,4.0,0.4512662
5.0,5.0,0.14052697
6.0,6.0,0.1605679
7.0,7.0,0.2776864
8.0,8.0,0.32301307
9.0,9.0,0.19994995
10.0,10.0,0.4960158
11.0,11.0,0.065668814
12.0,12.0,0.5835148
13.0,13.0,0.41289282
14.0,14.0,0.2142621
15.0,15.0,0.19410369
16.0,16.0,0.75051224
17.0,17.0,0.08588313
18.0,18.0,0.22822374
19.0,19.0,0.32971624
20.0,20.0,0.26183796
21.0,21.0,0.09924725
22.0,22.0,0.14845614
23.0,23.0,0.26434496
24.0,24.0,0.12818736
25.0,25.0,0.46957064
