x,y,species cloglog values
1.0,1.0,0.021605719
2.0,2.0,0.29978845
3.0,3.0,0.6082293
4.0,4.0,0.18741205
5.0,5.0,0.18188453
6.0,6.0,0.17377995
7.0,7.0,0.021486243
8.0,8.0,0.21854179
9.0,9.0,0.012885375
10.0,10.0,0.5157906
11.0,11.0,0.080670945
12.0,12.0,0.05005895
13.0,13.0,0.022275284
14.0,14.0,0.12954311
15.0,15.0,0.06071861
16.0,16.0,0.17048573
17.0,17.0,0.18919998
18.0,18.0,0.1088404
19.0,19.0,0.5498105
20.0,20.0,0.17593971
21.0,21.0,0.03160223
22.0,22.0,0.2315323
23.0,23.0,0.03144028
24.0,24.0,0.13013056
25.0,25.0,0.041947674
26.0,26.0,0.07788924
27.0,27.0,0.40460095
28.0,28.0,0.052196935
29.0,29.0,0.28422737
30.0,30.0,0.09070249
31.0,31.0,0.033718262
32.0,32.0,0.019655818
