x,y,species cloglog values
1.0,1.0,0.007754948
2.0,2.0,0.090305425
3.0,3.0,7.1671666E-6
4.0,4.0,0.26395133
5.0,5.0,0.082035676
6.0,6.0,0.008547737
7.0,7.0,0.68161494
8.0,8.0,1.4585134E-5
9.0,9.0,0.5742558
10.0,10.0,0.5438946
11.0,11.0,0.024653452
12.0,12.0,0.00410403
13.0,13.0,0.038055107
14.0,14.0,0.011147172
15.0,15.0,0.1377836
16.0,16.0,0.416909
17.0,17.0,0.122409664
18.0,18.0,2.1482605E-4
19.0,19.0,2.2647157E-4
20.0,20.0,0.002780153
21.0,21.0,0.022046931
22.0,22.0,0.0020436482
23.0,23.0,0.0038842426
24.0,24.0,0.7297354
25.0,25.0,6.2851514E-6
26.0,26.0,0.24374363
27.0,27.0,0.0015630042
28.0,28.0,0.0038791585
29.0,29.0,0.0056781517
30.0,30.0,0.025211621
31.0,31.0,0.0033204053
32.0,32.0,9.120908E-5
33.0,33.0,0.028327573
34.0,34.0,3.9076532E-4
35.0,35.0,0.007873177
36.0,36.0,0.412254
37.0,37.0,0.3017651
38.0,38.0,0.037687935
39.0,39.0,0.0015811833
40.0,40.0,0.053098314
41.0,41.0,3.1243174E-4
42.0,42.0,0.0035970642
43.0,43.0,4.47936E-6
44.0,44.0,0.6916772
45.0,45.0,0.011626837
46.0,46.0,1.5882649E-6
47.0,47.0,7.407119E-7
48.0,48.0,0.5627145
49.0,49.0,0.031283326
50.0,50.0,0.051015034
51.0,51.0,0.0012839541
52.0,52.0,0.043517727
53.0,53.0,1.881856E-4
54.0,54.0,0.46512848
55.0,55.0,2.1971393E-4
56.0,56.0,0.31221056
57.0,57.0,0.024589645
58.0,58.0,0.8179711
59.0,59.0,0.40522146
60.0,60.0,0.09220572
61.0,61.0,0.013569576
62.0,62.0,0.033353247
63.0,63.0,0.61994475
64.0,64.0,0.033027165
65.0,65.0,0.29694846
66.0,66.0,1.4546452E-4
67.0,67.0,0.070610106
68.0,68.0,0.024544157
69.0,69.0,0.39487824
70.0,70.0,0.005769691
71.0,71.0,0.63019776
72.0,72.0,0.09838262
73.0,73.0,0.058406137
74.0,74.0,0.005650461
75.0,75.0,0.033783797
76.0,76.0,5.4918585E-4
77.0,77.0,0.19256763
78.0,78.0,0.019244295
79.0,79.0,0.037057936
80.0,80.0,0.15243937
81.0,81.0,1.346941E-4
82.0,82.0,0.19710256
83.0,83.0,0.32339796
84.0,84.0,0.9719735
85.0,85.0,0.9873522
86.0,86.0,4.494783E-4
87.0,87.0,0.056056786
88.0,88.0,0.001967601
89.0,89.0,0.0028915214
90.0,90.0,2.6893461E-4
91.0,91.0,0.19383748
92.0,92.0,0.008889697
93.0,93.0,0.63191175
94.0,94.0,1.9610241E-4
95.0,95.0,0.05214796
96.0,96.0,2.5318034E-8
97.0,97.0,0.4545093
98.0,98.0,0.32632586
99.0,99.0,0.17505546
100.0,100.0,0.7408311
101.0,101.0,9.608141E-5
102.0,102.0,2.267768E-5
103.0,103.0,0.5486463
104.0,104.0,0.09551348
105.0,105.0,0.013395383
106.0,106.0,0.28176153
107.0,107.0,8.268742E-4
108.0,108.0,7.4756134E-4
109.0,109.0,0.2585487
110.0,110.0,0.0057226564
111.0,111.0,5.434898E-4
112.0,112.0,0.102299966
113.0,113.0,0.68423295
114.0,114.0,0.0025061083
115.0,115.0,0.028906383
116.0,116.0,7.4863416E-4
117.0,117.0,0.0013854527
118.0,118.0,0.04769821
119.0,119.0,0.14523034
120.0,120.0,0.04308293
121.0,121.0,0.005681554
122.0,122.0,8.0739806E-4
123.0,123.0,0.02732456
124.0,124.0,0.0021061439
125.0,125.0,0.7129567
126.0,126.0,0.0011954149
127.0,127.0,6.2136963E-4
128.0,128.0,0.20859858
129.0,129.0,5.1456922E-5
130.0,130.0,0.024956636
131.0,131.0,0.0037781678
132.0,132.0,1.1209784E-6
133.0,133.0,0.12604216
134.0,134.0,0.0014239853
135.0,135.0,0.22065683
136.0,136.0,0.5828129
137.0,137.0,9.78209E-4
138.0,138.0,1.9585698E-6
139.0,139.0,0.105281085
140.0,140.0,0.006984382
141.0,141.0,0.0034628313
142.0,142.0,0.014142502
143.0,143.0,1.5881979E-4
144.0,144.0,1.2827218E-4
145.0,145.0,1.3159875E-4
146.0,146.0,3.2974724E-5
147.0,147.0,5.82688E-5
148.0,148.0,0.19144274
