x,y,species cloglog values
1.0,1.0,0.154435
2.0,2.0,0.013417066
3.0,3.0,6.9931346E-5
4.0,4.0,1.2594322E-4
5.0,5.0,0.18218915
6.0,6.0,0.057557374
7.0,7.0,9.252106E-6
8.0,8.0,0.0023079284
9.0,9.0,0.011847105
10.0,10.0,0.61270845
11.0,11.0,0.3520125
12.0,12.0,0.17280944
13.0,13.0,1.32510895E-5
14.0,14.0,0.4785803
15.0,15.0,0.020590287
16.0,16.0,0.1222301
17.0,17.0,0.07159937
18.0,18.0,0.61870486
19.0,19.0,0.5051865
20.0,20.0,0.3327356
21.0,21.0,0.013787049
22.0,22.0,0.26152167
23.0,23.0,3.9263078E-4
24.0,24.0,0.19369736
25.0,25.0,0.0035284162
26.0,26.0,0.004395598
27.0,27.0,0.001853181
28.0,28.0,0.011740949
29.0,29.0,0.06251428
30.0,30.0,0.0011233148
31.0,31.0,0.010564257
32.0,32.0,0.015467644
33.0,33.0,0.5476366
34.0,34.0,2.1961925E-4
35.0,35.0,2.4505364E-4
36.0,36.0,0.0023189927
37.0,37.0,0.13136569
38.0,38.0,0.48872116
39.0,39.0,0.07797884
40.0,40.0,0.42868418
41.0,41.0,0.035181955
42.0,42.0,0.0029751046
43.0,43.0,0.018843364
44.0,44.0,0.060562853
45.0,45.0,0.0036526732
46.0,46.0,0.15116741
47.0,47.0,0.05506471
48.0,48.0,0.027432075
49.0,49.0,0.097550824
50.0,50.0,0.26992786
51.0,51.0,0.13932803
52.0,52.0,2.702348E-4
53.0,53.0,2.0954187E-4
54.0,54.0,1.4716493E-5
55.0,55.0,4.4114504E-6
56.0,56.0,0.052150633
57.0,57.0,1.1187309E-4
58.0,58.0,0.008225662
59.0,59.0,0.021133719
60.0,60.0,0.07425892
61.0,61.0,0.011284221
62.0,62.0,0.03957211
63.0,63.0,0.13404319
64.0,64.0,2.6276446E-4
65.0,65.0,1.8851092E-4
66.0,66.0,4.8101432E-5
67.0,67.0,0.00423415
68.0,68.0,2.2526451E-6
69.0,69.0,0.015039001
70.0,70.0,0.15394785
71.0,71.0,2.7610303E-4
72.0,72.0,0.67755306
73.0,73.0,0.006551754
74.0,74.0,0.24032795
75.0,75.0,1.4743175E-4
76.0,76.0,0.0014296877
77.0,77.0,0.0022201862
78.0,78.0,0.24006289
79.0,79.0,0.0051722215
80.0,80.0,0.32782838
81.0,81.0,0.04551284
82.0,82.0,0.00626533
83.0,83.0,0.0018243231
84.0,84.0,1.1948147E-5
85.0,85.0,0.010064532
86.0,86.0,0.028627275
87.0,87.0,0.24239315
88.0,88.0,2.6326476E-5
89.0,89.0,8.85592E-6
90.0,90.0,0.074726336
91.0,91.0,0.011019376
92.0,92.0,0.2704319
93.0,93.0,0.48975092
94.0,94.0,0.21549913
95.0,95.0,0.09352471
96.0,96.0,2.2161692E-4
97.0,97.0,0.77823865
98.0,98.0,0.08011992
99.0,99.0,5.246501E-7
100.0,100.0,4.5605517E-5
101.0,101.0,0.03570334
102.0,102.0,0.0023111333
103.0,103.0,0.05212539
104.0,104.0,0.043099828
105.0,105.0,0.005181679
106.0,106.0,4.170405E-4
107.0,107.0,0.041044135
108.0,108.0,0.0235869
109.0,109.0,0.010146041
110.0,110.0,0.5699766
111.0,111.0,0.6891425
112.0,112.0,0.20659803
113.0,113.0,4.3451117E-5
114.0,114.0,0.9698336
115.0,115.0,0.17216563
116.0,116.0,1.4495717E-5
117.0,117.0,0.19018602
118.0,118.0,0.019443858
119.0,119.0,2.8610113E-4
120.0,120.0,0.0099058505
121.0,121.0,0.11083209
122.0,122.0,1.6505584E-4
123.0,123.0,0.015532141
124.0,124.0,0.0048520956
125.0,125.0,0.1266352
126.0,126.0,0.14552638
127.0,127.0,0.105998166
128.0,128.0,0.0034635959
129.0,129.0,0.068861485
130.0,130.0,0.71034425
131.0,131.0,0.37403533
132.0,132.0,0.0022439717
133.0,133.0,0.061213844
134.0,134.0,3.094186E-5
135.0,135.0,0.052422807
136.0,136.0,0.79366994
137.0,137.0,0.48925397
138.0,138.0,5.8592844E-4
139.0,139.0,0.08541884
140.0,140.0,0.005475697
141.0,141.0,0.08366395
142.0,142.0,0.039691523
143.0,143.0,0.0025062156
144.0,144.0,0.002143323
145.0,145.0,0.1433259
146.0,146.0,0.17567927
147.0,147.0,0.0012260921
148.0,148.0,0.22027235
