X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.024229578782162513,23.260451206350513,0.5731262999005826
2.0,2.0,train,0.044117686199976136,90.63197181547325,0.7877527918285732
3.0,3.0,train,0.034232366909253076,56.67417777079299,0.6996175820069677
4.0,4.0,train,0.03943573230514954,86.22024663959057,0.7498040138487647
5.0,5.0,train,0.028151004440196272,33.882052793430724,0.6280664415631727
6.0,6.0,train,0.03424082758902727,60.10622468235847,0.6997068581054239
7.0,7.0,train,0.021241636823663392,13.96114496885668,0.5258779883317681
8.0,8.0,train,0.03523615046909417,63.629566732616745,0.710026344330575
9.0,9.0,train,0.025134653692712287,25.77383676052547,0.5864866328242504
10.0,10.0,train,0.03005663887611997,36.8878021407047,0.652152611184921
11.0,11.0,train,0.03633157809953808,70.8855792644156,0.7209742708271645
12.0,12.0,train,0.023101946589879796,18.521432153967595,0.5558751485298237
13.0,13.0,train,0.032702843034723525,46.5470910419407,0.6830342451937291
14.0,14.0,train,0.037638211444349555,78.3383303861067,0.7334937898748339
15.0,15.0,train,0.04598003797298145,95.23009391892063,0.8011956944349845
16.0,16.0,train,0.039383384087769625,82.27660705936601,0.7493434374828007
17.0,17.0,train,0.026350554860147198,28.40892301650715,0.6037794033853912
18.0,18.0,train,0.03623503070670373,67.25440002723882,0.7200261982965831
19.0,19.0,train,0.03421797226632599,53.258735228410565,0.6994656304306177
20.0,20.0,train,0.0313757649003824,40.02520268730337,0.6679058594357934
21.0,21.0,train,0.032906155197624125,49.83628552888999,0.6852902785490038
22.0,22.0,train,0.023175730365512928,20.83761192051795,0.5570249507644781
23.0,23.0,train,0.04770011383775333,100.0,0.8128540364706656
24.0,24.0,train,0.0325082435268482,43.27684199668568,0.680859744598562
25.0,25.0,train,0.03688080467340007,74.57450663897941,0.7263067896748328
